,CollegePlayerType,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo
14,Impact Player,67.0,49.0,59.0,56.3,10.9,80.0,1.91,0.16,17.8,3.05,12.34,58.333333333333336,66.66666666666667
15,Role Player,58.0,55.0,35.0,50.3,3.0,71.0,1.21,0.2,15.3,3.155,13.33,48.0,40.66666666666666
16,Impact Player,61.0,54.0,51.0,59.5,8.3,74.0,1.98,0.18,19.0,3.165,13.36,52.66666666666666,66.66666666666667
17,Starter,79.0,48.0,76.0,54.8,16.9,93.0,1.84,0.16,18.1,2.875,11.8,52.0,50.66666666666666
18,Starter,65.0,68.0,40.0,52.9,4.4,78.0,1.53,0.18,16.2,3.095,12.57,53.0,51.0
19,Starter,71.0,39.0,55.0,53.9,9.5,85.0,1.73,0.16,19.6,3.115,12.3,52.333333333333336,55.0
20,Role Player,54.0,47.0,52.0,53.7,8.7,67.0,1.61,0.17,16.7,3.08,12.14,53.0,50.66666666666666
21,Role Player,41.0,49.0,44.0,50.4,5.8,53.0,1.25,0.19,15.2,3.12,13.01,47.333333333333336,52.66666666666666
22,Role Player,39.0,47.0,53.0,62.3,8.9,51.0,2.08,0.19,16.4,3.47,14.46,48.333333333333336,45.333333333333336
23,Impact Player,73.0,46.0,46.0,57.2,6.7,87.0,1.9,0.17,17.2,3.13,12.46,61.66666666666666,61.0
24,Role Player,62.0,67.0,52.0,50.4,8.8,75.0,1.39,0.18,16.6,3.335,14.01,50.0,54.333333333333336
25,Starter,67.0,49.0,35.0,57.3,4.2,82.0,1.7,0.19,17.0,3.35,12.53,56.0,63.0
26,Starter,61.0,55.0,78.0,59.1,22.0,75.0,2.07,0.17,21.5,3.22,11.01,55.16666666666666,63.66666666666666
27,Starter,44.0,63.0,57.0,61.0,11.8,59.0,2.09,0.17,16.8,3.43,12.62,56.833333333333336,61.0
28,Role Player,66.0,47.0,54.0,59.5,10.6,80.0,2.08,0.17,18.8,3.55,12.46,54.66666666666666,58.333333333333336
29,Role Player,63.0,61.0,50.0,51.0,9.3,77.0,1.37,0.19,15.7,3.36,12.12,54.0,60.0
30,Role Player,71.0,55.0,53.0,53.2,10.2,85.0,1.68,0.16,16.1,3.11,11.09,55.333333333333336,53.66666666666666
31,Starter,64.0,69.0,71.0,56.0,16.2,79.0,1.89,0.16,17.2,3.41,11.24,54.66666666666666,52.333333333333336
32,Role Player,79.0,40.0,46.0,50.9,7.9,94.0,1.53,0.17,16.6,3.21,11.96,54.0,56.0
33,Role Player,31.0,43.0,36.0,59.1,4.5,47.0,1.84,0.19,17.0,3.73,12.95,40.833333333333336,58.333333333333336
34,Starter,64.0,49.0,47.0,52.4,8.1,78.0,1.54,0.18,15.8,3.48,12.03,55.16666666666666,50.66666666666666
35,Starter,56.0,62.0,64.0,55.0,13.7,71.0,1.84,0.16,20.7,3.25,11.58,61.16666666666666,62.333333333333336
36,Starter,67.0,45.0,79.0,51.8,20.3,81.0,1.93,0.14,18.4,3.12,11.13,52.833333333333336,62.0
37,Role Player,59.0,62.0,55.0,50.9,10.9,74.0,1.53,0.17,17.9,3.45,12.65,53.333333333333336,56.333333333333336
38,Starter,50.0,61.0,57.0,58.6,11.5,65.0,1.95,0.17,18.7,3.34,12.34,59.16666666666666,68.33333333333333
39,Role Player,61.0,52.0,56.0,54.3,11.4,75.0,1.73,0.17,17.9,3.34,11.03,52.16666666666666,59.66666666666666
40,Role Player,65.0,62.0,50.0,57.4,7.9,78.0,1.87,0.17,19.6,2.88,11.7,56.16666666666666,54.333333333333336
41,Role Player,47.0,56.0,47.0,52.9,6.8,60.0,1.62,0.17,15.2,3.2,13.63,56.66666666666666,60.66666666666666
42,Starter,49.0,48.0,55.0,57.2,9.4,62.0,1.95,0.16,18.5,3.16,12.71,60.333333333333336,53.66666666666666
43,Impact Player,56.0,44.0,46.0,57.9,6.8,69.0,1.81,0.18,16.8,3.28,12.43,58.5,70.33333333333333
44,Role Player,38.0,38.0,51.0,52.1,8.1,51.0,1.39,0.18,17.6,3.34,13.44,55.333333333333336,55.0
45,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.88,12.12,55.66666666666666,52.0
46,Starter,61.0,47.0,60.0,53.5,11.4,74.0,1.78,0.16,15.4,3.07,12.5,61.5,60.66666666666666
47,Impact Player,56.0,71.0,45.0,61.1,6.1,69.0,2.11,0.17,18.0,3.15,12.47,65.5,67.0
48,Impact Player,44.0,47.0,42.0,62.4,5.2,57.0,1.96,0.19,18.1,3.34,13.58,65.33333333333333,60.66666666666666
49,Starter,64.0,51.0,49.0,54.2,7.5,78.0,1.57,0.18,18.5,3.07,12.63,58.5,56.0
50,Starter,78.0,29.0,51.0,58.1,8.1,92.0,1.9,0.17,18.0,2.99,12.06,52.0,54.66666666666666
51,Impact Player,39.0,56.0,41.0,55.1,5.1,51.0,1.72,0.17,17.5,2.99,12.21,60.0,59.66666666666666
52,Starter,51.0,50.0,41.0,54.7,4.9,64.0,1.53,0.19,16.1,3.03,12.16,60.5,58.0
53,Impact Player,34.0,45.0,57.0,57.5,10.3,47.0,1.88,0.17,19.9,3.22,13.35,61.0,59.333333333333336
54,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.64,11.63,58.66666666666666,60.333333333333336
55,Impact Player,51.0,44.0,61.0,58.0,11.7,64.0,2.08,0.16,16.7,3.24,13.43,51.0,58.0
56,Impact Player,43.0,62.0,36.0,60.8,4.5,58.0,1.98,0.18,19.3,3.375,13.82,56.333333333333336,68.0
57,Role Player,46.0,43.0,69.0,50.4,15.6,61.0,1.65,0.15,21.0,3.05,12.76,45.66666666666666,57.0
58,Impact Player,56.0,63.0,70.0,66.3,15.8,71.0,2.95,0.15,20.6,3.115,13.265,53.66666666666666,77.0
59,Role Player,32.0,56.0,38.0,51.8,5.2,48.0,1.27,0.21,16.3,3.44,13.83,41.0,52.66666666666666
60,Starter,57.0,64.0,59.0,52.3,12.2,71.0,1.58,0.17,16.3,3.365,13.765,50.333333333333336,60.66666666666666
61,Starter,56.0,51.0,80.0,55.6,29.2,70.0,2.26,0.13,21.3,3.285,13.48,47.66666666666666,65.0
62,Impact Player,51.0,54.0,70.0,63.5,15.7,66.0,2.56,0.15,20.6,2.96,12.325,59.66666666666666,63.0
63,Starter,32.0,44.0,53.0,54.2,10.1,48.0,1.67,0.17,17.2,3.24,13.245,53.333333333333336,60.0
64,Impact Player,61.0,49.0,66.0,57.0,14.7,75.0,2.05,0.16,17.0,3.11,12.485,53.0,63.0
65,Starter,61.0,67.0,43.0,46.6,5.7,74.0,1.21,0.18,14.4,3.31,13.65,44.0,54.0
66,Starter,72.0,32.0,70.0,57.1,16.1,86.0,1.88,0.16,19.0,3.325,13.760000000000002,55.66666666666666,62.333333333333336
67,Role Player,73.0,46.0,53.0,56.1,10.2,87.0,1.82,0.17,18.2,3.27,12.86,56.66666666666666,57.333333333333336
68,Impact Player,69.0,55.0,63.0,58.7,13.8,83.0,2.01,0.16,18.9,3.355,13.32,61.0,63.333333333333336
69,Starter,78.0,28.0,49.0,49.2,8.7,94.0,1.48,0.16,15.9,3.68,15.33,46.66666666666666,48.0
70,Starter,56.0,44.0,46.0,55.9,7.8,70.0,1.79,0.17,17.5,3.34,13.46,48.333333333333336,48.333333333333336
71,Starter,66.0,44.0,50.0,52.7,9.1,81.0,1.59,0.16,18.8,3.28,13.39,48.0,61.0
72,Impact Player,54.0,70.0,59.0,51.6,12.3,69.0,1.5,0.17,17.0,3.225,13.06,48.66666666666666,50.333333333333336
73,Role Player,61.0,60.0,55.0,51.3,11.0,76.0,1.56,0.17,14.9,3.495,14.55,46.0,46.333333333333336
74,Role Player,66.0,60.0,35.0,46.5,4.2,81.0,1.01,0.2,17.2,3.31,13.41,42.66666666666666,50.66666666666666
75,Starter,58.0,57.0,43.0,57.1,7.0,73.0,2.02,0.16,17.7,3.0,11.59,51.333333333333336,62.333333333333336
76,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.17,12.07,64.33333333333333,70.33333333333333
77,Role Player,47.0,57.0,54.0,56.2,10.7,62.0,1.89,0.16,15.3,3.55,14.26,49.66666666666666,57.0
78,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.805,15.67,51.66666666666666,49.66666666666666
79,Starter,38.0,42.0,42.0,59.7,6.5,53.0,2.12,0.17,17.7,3.42,12.79,56.0,63.0
80,Starter,41.0,64.0,36.0,60.7,4.7,56.0,1.98,0.18,19.1,3.935,15.14,51.333333333333336,52.0
81,Role Player,70.0,36.0,41.0,50.6,6.1,84.0,1.29,0.19,15.2,3.59,14.52,53.66666666666666,43.66666666666666
82,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.285,12.76,50.66666666666666,44.0
83,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.505,14.86,46.0,47.66666666666666
84,Starter,46.0,62.0,60.0,54.1,12.6,61.0,1.85,0.16,18.4,2.93,11.48,57.66666666666666,57.0
85,Role Player,73.0,51.0,79.0,55.0,20.3,87.0,1.98,0.15,18.1,3.23,12.86,55.0,65.5
86,Starter,52.0,59.0,58.0,58.2,10.6,65.0,1.78,0.18,18.7,3.19,12.21,51.25,59.5
87,Role Player,64.0,34.0,70.0,54.8,15.0,77.0,1.65,0.18,19.2,3.14,12.06,51.25,62.5
88,Role Player,41.0,48.0,43.0,57.5,5.7,53.0,1.69,0.19,18.7,3.27,13.23,46.75,61.5
89,Role Player,67.0,50.0,48.0,55.6,7.3,81.0,1.69,0.18,16.3,3.24,13.23,55.25,57.0
90,Starter,60.0,70.0,52.0,49.6,8.5,73.0,1.38,0.18,14.8,3.46,13.92,54.25,58.5
91,Starter,79.0,40.0,52.0,53.5,8.5,94.0,1.7,0.17,18.3,3.18,12.26,53.5,59.0
92,Starter,48.0,57.0,48.0,54.0,7.4,61.0,1.59,0.17,15.4,3.3,13.52,54.0,52.0
93,Starter,65.0,29.0,66.0,55.2,13.4,78.0,1.88,0.15,16.2,3.1,12.79,49.0,61.0
94,Impact Player,60.0,53.0,66.0,59.3,13.5,73.0,2.05,0.16,18.9,3.8,15.69,43.75,66.0
95,Role Player,39.0,49.0,50.0,59.4,8.0,52.0,1.9,0.17,15.4,3.62,14.31,55.0,71.0
96,Role Player,63.0,38.0,58.0,55.7,10.6,76.0,1.87,0.16,15.6,3.23,12.91,49.75,61.0
97,Role Player,57.0,56.0,60.0,56.2,11.3,70.0,1.81,0.17,17.7,3.41,13.42,53.0,64.5
98,Impact Player,54.0,60.0,65.0,56.6,12.9,67.0,1.93,0.16,18.0,3.32,13.41,44.25,59.0
99,Role Player,56.0,66.0,51.0,56.5,8.2,69.0,1.62,0.2,18.6,3.14,13.775,52.66666666666666,58.66666666666666
100,Role Player,42.0,38.0,48.0,64.1,7.3,54.0,2.16,0.19,17.3,3.08,12.985,58.5,59.0
101,Starter,59.0,51.0,59.0,61.4,10.8,72.0,2.11,0.17,16.9,2.98,12.495,56.5,64.66666666666667
102,Role Player,45.0,40.0,54.0,55.6,9.2,58.0,1.68,0.18,16.9,2.92,13.225,38.0,66.66666666666667
103,Starter,57.0,37.0,53.0,55.5,8.9,70.0,1.63,0.19,18.2,2.925,12.88,53.833333333333336,59.0
104,Role Player,66.0,56.0,49.0,53.9,7.8,79.0,1.56,0.18,17.5,3.2,13.78,47.833333333333336,52.333333333333336
105,Role Player,62.0,63.0,45.0,51.0,7.7,76.0,1.3,0.2,16.7,3.145,13.475,51.0,59.333333333333336
106,Starter,64.0,66.0,52.0,54.4,8.7,77.0,1.63,0.18,17.5,2.705,11.44,51.833333333333336,59.66666666666666
107,Role Player,52.0,40.0,71.0,51.6,14.9,65.0,1.55,0.17,20.4,3.095,13.23,49.333333333333336,59.66666666666666
108,Starter,51.0,48.0,45.0,59.9,6.5,64.0,1.95,0.19,19.4,3.215,13.59,54.66666666666666,67.66666666666667
109,Role Player,64.0,47.0,41.0,57.3,5.1,77.0,1.92,0.17,16.6,2.98,12.665,53.833333333333336,62.333333333333336
110,Starter,44.0,47.0,45.0,55.1,6.2,56.0,1.62,0.18,16.0,3.1,12.895,56.833333333333336,53.333333333333336
111,Role Player,46.0,32.0,59.0,57.9,10.9,59.0,1.9,0.17,18.8,3.04,13.36,50.0,56.333333333333336
112,Starter,69.0,48.0,67.0,61.9,13.6,83.0,2.35,0.16,20.5,2.845,11.95,63.0,59.0
113,Starter,50.0,45.0,72.0,61.6,16.0,63.0,2.37,0.16,23.9,3.025,13.225,56.0,67.66666666666667
114,Role Player,71.0,47.0,80.0,52.6,24.8,85.0,1.97,0.14,16.9,3.37,13.66,48.0,60.333333333333336
115,Role Player,68.0,48.0,80.0,53.8,28.9,82.0,2.04,0.14,17.7,3.37,13.66,48.0,60.333333333333336
116,Role Player,68.0,52.0,53.0,53.9,8.8,82.0,1.66,0.18,17.0,3.165,12.67,48.66666666666666,62.0
117,Role Player,60.0,52.0,47.0,58.2,6.8,73.0,1.82,0.19,17.0,3.165,12.67,48.66666666666666,62.0
118,Role Player,71.0,64.0,56.0,56.8,10.0,84.0,1.97,0.16,18.0,2.975,12.15,53.66666666666666,60.66666666666666
119,Role Player,67.0,69.0,62.0,53.0,12.0,81.0,1.6,0.17,17.2,2.995,12.285,49.333333333333336,57.66666666666666
120,Starter,70.0,69.0,62.0,54.5,11.8,83.0,1.77,0.16,18.0,3.3200000000000003,13.19,55.333333333333336,56.333333333333336
121,Starter,69.0,60.0,60.0,53.7,11.2,82.0,1.7,0.17,17.8,3.3200000000000003,13.19,55.333333333333336,56.333333333333336
122,Role Player,77.0,53.0,51.0,54.2,8.3,92.0,1.64,0.17,16.8,3.065,12.4,54.333333333333336,60.0
123,Role Player,76.0,58.0,54.0,56.2,9.1,90.0,1.81,0.16,17.2,3.065,12.4,54.333333333333336,60.0
124,Starter,47.0,49.0,65.0,54.7,12.9,59.0,1.83,0.16,17.3,3.47,14.345,51.333333333333336,58.0
125,Starter,46.0,58.0,66.0,55.2,13.3,59.0,1.76,0.17,16.9,3.47,14.345,51.333333333333336,58.0
126,Starter,73.0,74.0,53.0,56.4,8.8,87.0,1.87,0.17,18.1,3.1100000000000003,12.54,55.0,61.66666666666666
127,Starter,54.0,68.0,53.0,60.3,9.1,68.0,2.05,0.18,17.5,3.1100000000000003,12.54,55.0,61.66666666666666
128,Starter,51.0,54.0,76.0,57.0,16.9,64.0,2.07,0.15,17.8,3.285,13.425,56.0,63.333333333333336
129,Starter,74.0,46.0,60.0,56.1,11.3,88.0,1.89,0.16,18.9,3.065,11.705,52.333333333333336,62.66666666666666
130,Starter,73.0,51.0,63.0,55.0,12.3,86.0,1.91,0.16,19.7,3.065,11.705,52.333333333333336,62.66666666666666
131,Impact Player,54.0,54.0,72.0,53.9,15.2,67.0,1.86,0.15,19.2,3.16,12.75,53.66666666666666,59.0
132,Impact Player,47.0,55.0,71.0,52.3,14.9,59.0,1.67,0.16,18.9,3.16,12.75,53.66666666666666,59.0
133,Impact Player,64.0,51.0,64.0,58.3,12.6,78.0,2.04,0.16,19.7,2.8200000000000003,11.375,56.0,67.66666666666667
134,Impact Player,53.0,66.0,56.0,50.7,11.1,68.0,1.56,0.16,19.3,3.01,12.135000000000002,56.66666666666666,59.66666666666666
135,Impact Player,51.0,55.0,61.0,55.2,13.0,66.0,1.88,0.16,20.8,3.01,12.135000000000002,56.66666666666666,59.66666666666666
136,Impact Player,49.0,55.0,56.0,54.4,10.0,61.0,1.73,0.18,19.6,3.105,12.87,52.66666666666666,65.66666666666667
137,Impact Player,45.0,55.0,48.0,60.4,7.2,58.0,2.18,0.17,18.7,3.105,12.87,52.66666666666666,65.66666666666667
138,Role Player,48.0,58.0,48.0,55.3,7.3,61.0,1.69,0.18,17.7,2.91,12.18,51.66666666666666,61.66666666666666
139,Role Player,50.0,61.0,57.0,59.7,10.4,63.0,2.11,0.17,19.3,2.91,12.18,51.66666666666666,61.66666666666666
140,Starter,43.0,49.0,60.0,51.7,12.7,58.0,1.42,0.18,16.7,3.05,12.295,57.0,55.66666666666666
141,Role Player,76.0,48.0,63.0,55.4,13.7,90.0,1.84,0.16,17.9,3.105,12.67,55.0,59.333333333333336
142,Starter,67.0,35.0,59.0,50.3,12.3,81.0,1.52,0.16,16.7,2.985,13.329999999999998,54.66666666666666,57.66666666666666
143,Role Player,35.0,61.0,48.0,60.6,8.6,51.0,2.14,0.17,19.0,3.135,12.505,63.0,63.66666666666666
144,Starter,43.0,57.0,60.0,55.9,12.5,58.0,1.83,0.17,18.7,3.09,13.22,55.0,62.0
145,Role Player,50.0,56.0,56.0,57.0,11.2,65.0,1.97,0.16,18.1,3.165,12.44,53.66666666666666,65.33333333333333
146,Starter,73.0,50.0,39.0,50.5,5.7,87.0,1.34,0.18,16.4,3.215,12.955,56.0,58.0
147,Role Player,55.0,60.0,68.0,56.3,15.2,69.0,2.18,0.16,16.6,3.155,13.32,56.66666666666666,54.333333333333336
148,Role Player,52.0,62.0,53.0,59.7,10.2,67.0,2.08,0.18,18.7,2.985,11.985,61.333333333333336,65.0
149,Starter,64.0,57.0,79.0,54.8,26.6,79.0,1.82,0.17,17.9,3.05,12.37,57.0,57.0
150,Role Player,49.0,55.0,48.0,55.1,8.5,64.0,1.67,0.19,14.8,3.64,14.11,51.66666666666666,60.66666666666666
151,Role Player,21.0,54.0,37.0,61.7,5.0,35.0,2.01,0.19,17.2,3.06,12.795,54.0,64.66666666666667
152,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.05,11.94,55.0,68.33333333333333
153,Impact Player,48.0,48.0,58.0,67.4,10.5,61.0,2.89,0.16,20.3,3.11,12.73,54.66666666666666,75.66666666666667
154,Starter,64.0,48.0,72.0,62.5,15.6,78.0,2.52,0.15,21.3,3.02,12.05,60.333333333333336,71.0
155,Role Player,63.0,63.0,61.0,58.2,11.6,76.0,1.83,0.18,17.1,3.14,13.23,48.66666666666666,62.0
156,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.87,11.87,65.0,73.66666666666667
157,Starter,54.0,46.0,64.0,61.0,12.6,67.0,2.35,0.16,18.4,3.11,12.94,55.0,72.0
158,Starter,57.0,45.0,49.0,59.9,7.7,70.0,2.07,0.17,18.9,3.13,12.5,55.66666666666666,66.0
159,Impact Player,58.0,52.0,56.0,67.0,10.1,71.0,2.69,0.17,19.4,2.93,12.1,56.66666666666666,70.66666666666667
160,Starter,49.0,57.0,39.0,58.4,4.3,62.0,1.71,0.2,16.3,2.86,11.52,60.0,67.0
161,Impact Player,61.0,50.0,60.0,72.5,11.2,74.0,3.28,0.16,19.5,2.93,11.96,58.66666666666666,74.66666666666667
162,Starter,68.0,60.0,72.0,63.2,15.5,82.0,2.59,0.15,17.6,3.0,11.94,57.66666666666666,71.0
163,Starter,52.0,58.0,52.0,60.1,8.6,66.0,2.2,0.17,16.5,2.96,12.73,53.333333333333336,67.66666666666667
164,Role Player,62.0,54.0,68.0,54.1,14.1,75.0,1.67,0.16,18.1,2.97,12.14,55.66666666666666,62.66666666666666
165,Role Player,38.0,51.0,50.0,47.0,7.9,50.0,1.18,0.18,15.6,2.87,11.68,50.333333333333336,62.333333333333336
166,Role Player,47.0,52.0,56.0,56.0,9.8,59.0,1.82,0.17,17.7,2.87,11.68,50.333333333333336,62.333333333333336
167,Impact Player,35.0,49.0,51.0,66.5,8.1,48.0,2.51,0.17,19.0,3.6,14.94,50.333333333333336,72.0
168,Role Player,39.0,51.0,53.0,54.5,8.8,52.0,1.67,0.17,17.5,3.43,14.53,46.0,61.0
169,Role Player,75.0,27.0,39.0,43.9,4.4,89.0,0.82,0.2,11.8,3.285,13.31,49.333333333333336,57.333333333333336
170,Role Player,75.0,64.0,60.0,53.6,11.2,89.0,1.68,0.17,18.8,3.09,12.4,53.0,66.66666666666667
171,Starter,56.0,60.0,53.0,55.3,10.3,71.0,1.78,0.17,19.1,3.045,11.87,59.333333333333336,61.66666666666666
172,Starter,58.0,61.0,58.0,57.7,11.8,73.0,2.11,0.16,16.9,3.105,12.88,59.0,56.0
173,Role Player,43.0,48.0,57.0,55.7,11.5,58.0,2.01,0.16,19.0,3.56,14.55,50.5,60.0
174,Role Player,50.0,47.0,39.0,50.3,5.4,65.0,1.36,0.18,14.3,3.285,14.24,50.66666666666666,57.0
175,Role Player,63.0,59.0,61.0,56.7,12.8,78.0,2.07,0.15,18.6,3.165,12.52,52.333333333333336,61.66666666666666
176,Role Player,60.0,47.0,63.0,59.2,13.7,75.0,2.35,0.15,17.9,3.41,14.785,55.5,60.0
177,Starter,59.0,62.0,65.0,57.0,14.3,74.0,2.19,0.15,15.5,3.44,14.11,61.0,66.0
178,Impact Player,53.0,57.0,54.0,54.1,10.7,68.0,1.71,0.17,18.6,3.28,13.62,54.333333333333336,66.0
179,Role Player,71.0,37.0,43.0,53.8,7.0,85.0,1.49,0.19,17.6,3.82,15.96,50.333333333333336,57.66666666666666
180,Role Player,70.0,29.0,45.0,46.8,7.6,84.0,1.32,0.16,14.8,3.1,12.83,54.333333333333336,53.66666666666666
181,Impact Player,28.0,46.0,32.0,46.0,3.2,44.0,1.01,0.21,15.3,2.92,11.65,60.66666666666666,41.66666666666666
182,Role Player,50.0,57.0,58.0,56.1,11.8,65.0,1.94,0.16,17.0,3.38,13.76,59.0,65.0
183,Impact Player,44.0,57.0,41.0,52.7,6.3,59.0,1.72,0.16,16.9,3.29,12.37,55.66666666666666,58.66666666666666
184,Starter,55.0,48.0,57.0,59.4,11.6,69.0,2.03,0.18,18.8,3.045,11.93,58.333333333333336,59.333333333333336
185,Impact Player,43.0,66.0,56.0,59.8,11.3,58.0,2.28,0.16,20.6,3.005,11.74,59.333333333333336,65.0
186,Starter,55.0,60.0,58.0,56.9,11.8,70.0,1.9,0.17,19.0,3.44,14.04,50.333333333333336,63.333333333333336
187,Role Player,67.0,58.0,44.0,48.1,7.3,81.0,1.24,0.18,15.4,2.96,12.49,51.66666666666666,52.333333333333336
188,Role Player,57.0,53.0,34.0,38.0,3.9,72.0,0.69,0.2,10.7,3.205,13.54,47.0,53.66666666666666
189,Role Player,40.0,42.0,38.0,59.3,5.4,55.0,1.94,0.18,17.1,3.83,15.63,53.66666666666666,67.0
190,Role Player,58.0,67.0,44.0,50.0,7.1,72.0,1.41,0.18,14.6,3.44,13.72,50.333333333333336,57.0
191,Impact Player,46.0,46.0,40.0,57.9,6.0,61.0,1.91,0.17,18.2,3.11,12.3,51.66666666666666,61.66666666666666
192,Role Player,47.0,66.0,60.0,52.3,12.6,62.0,1.65,0.16,16.8,3.39,13.43,50.0,57.66666666666666
193,Role Player,55.0,61.0,49.0,51.0,8.8,70.0,1.46,0.18,15.4,3.37,13.87,54.0,49.66666666666666
194,Impact Player,52.0,36.0,61.0,53.7,12.9,67.0,1.77,0.16,16.4,3.2350000000000003,13.0,61.333333333333336,62.0
195,Role Player,56.0,60.0,75.0,56.3,17.8,69.0,1.99,0.16,21.0,3.06,12.7,59.0,63.333333333333336
196,Impact Player,57.0,63.0,35.0,39.9,3.1,70.0,0.74,0.21,12.4,3.005,12.055,54.5,40.0
197,Role Player,56.0,60.0,62.0,52.5,12.0,69.0,1.62,0.17,17.5,3.45,13.79,54.0,63.0
198,Role Player,58.0,52.0,47.0,53.5,6.9,71.0,1.62,0.17,20.4,3.255,12.89,56.66666666666666,58.333333333333336
199,Starter,50.0,56.0,41.0,50.7,5.1,63.0,1.37,0.18,14.6,3.41,13.32,56.66666666666666,54.0
200,Role Player,60.0,57.0,46.0,46.4,6.7,73.0,1.11,0.19,14.7,3.52,15.09,47.66666666666666,50.66666666666666
201,Starter,68.0,54.0,54.0,53.5,9.3,81.0,1.78,0.16,16.8,3.16,13.05,56.0,58.66666666666666
202,Role Player,78.0,57.0,56.0,58.5,10.1,93.0,2.09,0.16,17.8,3.31,12.98,55.333333333333336,64.33333333333333
203,Role Player,54.0,45.0,71.0,64.7,15.1,67.0,2.66,0.16,20.0,3.54,14.45,49.333333333333336,66.66666666666667
204,Impact Player,57.0,60.0,43.0,54.6,5.6,70.0,1.53,0.19,17.0,3.19,13.06,53.66666666666666,66.33333333333333
205,Role Player,40.0,62.0,51.0,54.9,8.2,52.0,1.54,0.19,15.9,3.59,14.58,56.0,57.0
206,Impact Player,72.0,39.0,71.0,58.9,15.0,86.0,2.21,0.16,20.1,3.21,12.81,53.0,68.66666666666667
207,Role Player,53.0,47.0,57.0,55.5,10.1,66.0,1.84,0.17,15.8,3.87,15.01,49.66666666666666,59.66666666666666
208,Role Player,59.0,56.0,45.0,58.0,6.3,72.0,1.84,0.19,18.7,3.21,12.99,48.0,59.0
209,Role Player,47.0,34.0,47.0,53.5,6.9,59.0,1.6,0.18,18.2,3.1,12.73,50.0,57.0
210,Role Player,58.0,47.0,50.0,58.5,7.9,71.0,1.92,0.18,16.9,3.23,13.43,54.0,56.66666666666666
