,CollegePlayerType,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo
211,Impact Player,75.0,59.0,40.0,52.1,4.7,89.0,1.46,0.18,14.7,3.02,12.13,55.0,62.66666666666666
212,Starter,64.0,50.0,66.0,63.2,13.1,78.0,2.45,0.16,19.8,3.13,12.84,51.333333333333336,67.33333333333333
213,Role Player,58.0,55.0,79.0,61.2,19.2,71.0,2.33,0.16,20.0,3.46,13.81,48.333333333333336,64.0
214,Starter,55.0,63.0,75.0,57.8,16.8,68.0,2.1,0.16,17.3,3.23,13.59,53.66666666666666,63.0
215,Starter,56.0,57.0,42.0,50.4,5.4,68.0,1.3,0.18,17.6,3.15,13.71,51.66666666666666,63.333333333333336
216,Impact Player,69.0,72.0,61.0,50.9,11.6,83.0,1.48,0.17,17.1,3.39,13.33,51.333333333333336,57.333333333333336
217,Role Player,73.0,45.0,64.0,43.9,12.7,87.0,1.01,0.19,17.8,3.67,14.74,46.0,54.333333333333336
218,Role Player,70.0,38.0,69.0,55.3,14.2,84.0,2.06,0.15,18.1,3.43,13.78,46.333333333333336,55.333333333333336
219,Starter,67.0,65.0,58.0,55.7,10.5,81.0,1.8,0.17,16.7,3.23,12.2,45.5,65.5
220,Starter,67.0,36.0,51.0,56.7,8.2,80.0,1.87,0.17,18.9,3.84,15.78,48.5,69.0
221,Impact Player,58.0,65.0,45.0,55.0,6.1,71.0,1.62,0.18,17.3,3.46,13.7,52.5,65.0
222,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.42,13.27,46.0,64.5
223,Starter,55.0,63.0,58.0,56.0,10.7,68.0,1.79,0.17,20.3,3.21,12.93,52.5,68.5
224,Role Player,53.0,57.0,66.0,53.0,13.2,66.0,1.62,0.17,17.4,3.64,14.77,47.0,58.0
225,Impact Player,65.0,58.0,46.0,53.1,6.7,78.0,1.53,0.18,16.3,3.21,12.58,51.0,61.5
226,Starter,50.0,58.0,58.0,52.7,10.7,62.0,1.51,0.18,16.8,3.52,13.65,53.5,66.5
227,Starter,49.0,72.0,53.0,55.0,8.9,62.0,1.8,0.16,17.2,3.24,12.32,46.5,57.5
228,Role Player,59.0,63.0,57.0,57.0,10.4,72.0,1.95,0.16,17.8,3.54,13.19,52.0,64.5
229,Role Player,50.0,56.0,41.0,47.2,5.0,63.0,1.09,0.2,14.8,3.37,13.21,48.5,56.0
230,Starter,36.0,53.0,53.0,62.5,8.8,48.0,2.33,0.17,19.2,3.45,13.41,53.5,64.5
231,Role Player,67.0,48.0,51.0,55.0,8.4,80.0,1.77,0.17,17.4,3.42,13.23,55.0,63.5
232,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.33,12.68,39.5,56.5
233,Starter,54.0,53.0,75.0,54.6,16.2,67.0,1.85,0.16,20.2,3.3,12.78,52.0,57.5
234,Impact Player,45.0,58.0,53.0,61.4,8.8,57.0,2.19,0.16,16.2,3.43,13.7,53.0,72.0
235,Role Player,62.0,40.0,54.0,49.9,9.2,75.0,1.45,0.17,17.3,3.35,13.6,47.5,60.0
236,Impact Player,58.0,53.0,43.0,54.7,5.7,71.0,1.46,0.19,18.0,3.33,12.81,57.5,66.5
237,Impact Player,55.0,57.0,52.0,54.3,8.5,68.0,1.63,0.17,18.1,3.43,13.44,51.0,70.5
238,Role Player,64.0,55.0,50.0,53.1,7.9,77.0,1.53,0.18,15.9,3.3,12.62,55.0,61.5
239,Role Player,62.0,66.0,57.0,53.7,10.2,75.0,1.56,0.18,18.7,3.27,12.8,53.0,60.5
240,Starter,45.0,49.0,49.0,59.6,7.5,57.0,1.94,0.18,16.0,3.085,13.12,54.66666666666666,65.33333333333333
241,Starter,68.0,48.0,54.0,52.2,9.3,82.0,1.61,0.17,17.0,2.92,12.2,56.0,60.333333333333336
242,Role Player,64.0,51.0,72.0,54.7,15.4,77.0,1.94,0.15,18.3,2.955,12.57,51.66666666666666,58.0
243,Starter,68.0,69.0,58.0,58.1,10.6,81.0,2.01,0.16,20.3,2.83,11.56,58.66666666666666,64.0
244,Starter,67.0,41.0,61.0,62.7,11.5,81.0,2.48,0.15,20.1,2.84,11.55,54.0,68.0
245,Starter,67.0,60.0,52.0,55.8,8.6,80.0,1.86,0.17,17.1,2.795,11.36,54.66666666666666,57.0
246,Starter,36.0,48.0,63.0,53.4,12.3,48.0,1.66,0.17,18.0,3.11,12.81,49.0,63.0
247,Role Player,69.0,33.0,60.0,53.7,11.2,82.0,1.74,0.16,15.4,3.035,12.71,53.333333333333336,57.333333333333336
248,Starter,46.0,51.0,76.0,61.8,17.7,59.0,2.51,0.15,19.6,3.105,13.06,53.66666666666666,69.66666666666667
249,Starter,67.0,63.0,48.0,55.2,7.3,81.0,1.79,0.17,17.9,2.85,12.02,55.0,53.66666666666666
250,Role Player,52.0,63.0,62.0,61.6,11.9,65.0,2.31,0.17,18.5,3.3,14.15,49.66666666666666,68.0
251,Impact Player,59.0,41.0,54.0,61.5,9.3,72.0,2.19,0.16,19.5,3.335,13.9,56.333333333333336,64.0
252,Starter,42.0,51.0,77.0,59.1,17.2,55.0,2.07,0.17,19.1,3.26,13.1,49.333333333333336,64.66666666666667
253,Role Player,40.0,44.0,42.0,58.8,5.1,53.0,1.54,0.21,17.5,3.375,13.755,46.0,63.333333333333336
254,Starter,58.0,68.0,55.0,59.9,9.8,71.0,2.24,0.16,18.1,3.16,12.375,54.333333333333336,60.66666666666666
255,Role Player,74.0,42.0,60.0,53.9,11.2,88.0,1.75,0.16,17.6,2.885,11.795,49.833333333333336,62.0
256,Role Player,64.0,55.0,78.0,52.7,19.0,77.0,1.72,0.16,18.0,3.22,13.555,52.5,65.33333333333333
257,Role Player,50.0,60.0,43.0,61.0,5.4,62.0,2.0,0.18,17.7,3.205,12.83,50.833333333333336,62.66666666666666
258,Role Player,48.0,60.0,40.0,54.8,4.7,61.0,1.57,0.19,16.8,2.965,11.86,59.333333333333336,58.0
259,Impact Player,72.0,50.0,80.0,59.6,27.3,86.0,2.47,0.14,19.8,3.08,11.705,62.0,58.66666666666666
260,Starter,50.0,56.0,76.0,59.0,17.7,63.0,1.99,0.17,19.7,3.05,12.5,51.66666666666666,72.66666666666667
261,Starter,68.0,63.0,65.0,57.5,13.0,81.0,2.0,0.15,17.2,3.095,13.155,53.0,62.66666666666666
262,Impact Player,45.0,43.0,53.0,72.0,8.8,58.0,3.22,0.15,19.5,3.0700000000000003,12.315,50.66666666666666,68.33333333333333
263,Starter,33.0,63.0,42.0,61.7,5.1,45.0,2.08,0.17,18.2,3.1900000000000004,12.685,57.333333333333336,64.66666666666667
264,Role Player,72.0,53.0,68.0,58.0,14.2,85.0,2.35,0.13,19.8,2.875,11.51,52.833333333333336,59.66666666666666
265,Role Player,52.0,69.0,66.0,56.6,13.1,65.0,1.89,0.16,18.4,3.335,13.31,52.333333333333336,60.333333333333336
266,Role Player,78.0,64.0,64.0,57.2,12.7,92.0,1.97,0.16,18.6,2.745,11.32,52.16666666666666,66.66666666666667
267,Starter,41.0,52.0,59.0,66.9,11.0,54.0,2.72,0.15,17.6,3.73,15.55,53.66666666666666,65.0
268,Role Player,63.0,41.0,54.0,63.8,9.3,77.0,2.47,0.16,20.5,3.045,12.415,53.5,63.0
269,Starter,71.0,64.0,49.0,57.4,7.5,84.0,1.89,0.17,17.3,3.145,12.365,55.5,63.333333333333336
270,Starter,51.0,70.0,59.0,55.1,10.8,63.0,1.67,0.17,19.4,3.53,13.11,54.5,69.5
271,Role Player,60.0,67.0,53.0,55.4,8.9,73.0,1.73,0.17,16.9,3.21,12.18,52.0,62.0
272,Impact Player,44.0,35.0,61.0,56.2,11.5,56.0,1.87,0.16,16.8,3.15,12.46,48.5,61.5
273,Role Player,63.0,59.0,36.0,51.9,3.3,76.0,1.29,0.2,16.6,3.33,13.0,50.5,62.5
274,Role Player,64.0,58.0,50.0,50.5,7.9,78.0,1.31,0.18,17.5,3.48,13.02,46.5,59.5
275,Starter,36.0,56.0,51.0,58.6,8.2,49.0,1.93,0.17,19.0,3.12,11.83,55.5,69.0
276,Starter,41.0,54.0,42.0,50.2,5.4,53.0,1.37,0.17,15.3,3.49,13.64,50.5,58.5
277,Starter,39.0,54.0,51.0,57.0,8.2,52.0,1.64,0.19,15.6,3.71,14.02,49.0,65.5
278,Role Player,57.0,48.0,61.0,50.5,11.6,70.0,1.25,0.2,19.0,2.895,12.01,58.16666666666666,61.333333333333336
279,Starter,60.0,57.0,49.0,55.0,7.7,73.0,1.72,0.17,16.2,3.055,12.01,56.833333333333336,62.333333333333336
280,Impact Player,60.0,44.0,52.0,60.2,8.8,74.0,2.05,0.17,19.4,3.165,13.01,60.333333333333336,72.33333333333333
281,Role Player,54.0,51.0,56.0,56.2,9.9,67.0,1.71,0.18,17.7,3.755,14.91,56.66666666666666,69.33333333333333
282,Role Player,51.0,53.0,52.0,55.8,8.5,64.0,1.84,0.17,16.7,3.59,13.51,50.333333333333336,69.0
283,Starter,57.0,55.0,63.0,56.7,12.4,70.0,1.86,0.17,18.5,3.53,13.28,54.333333333333336,70.0
284,Impact Player,50.0,56.0,42.0,56.1,5.1,63.0,1.6,0.19,17.0,3.13,13.01,60.0,66.0
285,Starter,53.0,48.0,55.0,53.9,9.5,65.0,1.47,0.19,16.5,3.1950000000000003,13.1,52.5,64.33333333333333
286,Role Player,40.0,57.0,49.0,55.4,7.5,52.0,1.62,0.19,16.7,2.96,12.11,55.333333333333336,59.0
287,Role Player,68.0,55.0,65.0,57.0,12.9,81.0,1.91,0.17,17.8,3.99,14.72,59.333333333333336,64.33333333333333
288,Impact Player,66.0,53.0,47.0,53.1,6.8,79.0,1.52,0.18,16.2,3.79,13.99,59.5,67.33333333333333
289,Starter,42.0,57.0,73.0,62.3,15.8,55.0,2.44,0.16,20.1,3.895,14.01,60.5,73.66666666666667
290,Role Player,51.0,61.0,68.0,56.3,15.2,67.0,1.91,0.16,19.9,3.59,13.98,54.333333333333336,65.0
291,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.935,12.91,57.5,65.66666666666667
292,Impact Player,62.0,58.0,52.0,58.7,8.7,75.0,2.05,0.16,17.6,3.3,13.02,54.5,72.33333333333333
293,Role Player,60.0,70.0,79.0,54.5,19.7,73.0,1.79,0.16,19.5,3.895,13.97,52.66666666666666,65.33333333333333
294,Role Player,58.0,49.0,45.0,53.8,6.3,71.0,1.45,0.2,16.1,3.13,12.99,55.0,64.66666666666667
295,Role Player,60.0,38.0,70.0,57.1,14.7,73.0,2.1,0.15,17.9,3.695,13.69,51.0,68.0
296,Role Player,44.0,70.0,52.0,52.8,8.8,56.0,1.59,0.17,16.0,3.2,13.1,53.66666666666666,65.66666666666667
297,Role Player,46.0,54.0,70.0,57.2,14.7,59.0,2.21,0.15,18.0,3.45,13.92,53.0,65.33333333333333
298,Role Player,62.0,64.0,54.0,49.7,9.2,75.0,1.37,0.18,17.3,3.505,14.945,51.333333333333336,54.66666666666666
299,Role Player,59.0,35.0,48.0,61.1,7.2,72.0,1.91,0.19,19.6,3.35,14.05,48.333333333333336,55.333333333333336
300,Role Player,42.0,65.0,60.0,51.6,11.2,55.0,1.54,0.17,16.3,3.735,14.905,47.16666666666666,59.66666666666666
301,Impact Player,48.0,73.0,66.0,57.9,13.1,60.0,2.03,0.16,18.9,3.255,13.13,57.16666666666666,68.0
302,Impact Player,32.0,46.0,57.0,63.0,10.2,44.0,2.4,0.16,19.5,3.1950000000000003,13.185,51.5,63.0
303,Role Player,40.0,61.0,61.0,56.9,11.6,53.0,1.85,0.17,18.2,3.425,14.14,55.66666666666666,59.333333333333336
304,Impact Player,57.0,52.0,56.0,64.2,10.0,70.0,2.5,0.16,18.9,3.1,11.91,51.16666666666666,62.0
305,Starter,55.0,60.0,51.0,52.5,8.2,68.0,1.59,0.17,16.4,3.305,12.885000000000002,48.833333333333336,56.333333333333336
306,Starter,62.0,51.0,56.0,54.6,10.0,75.0,1.85,0.16,17.4,3.065,12.52,53.333333333333336,60.0
307,Starter,39.0,48.0,45.0,56.0,6.4,52.0,1.79,0.17,15.9,3.2350000000000003,13.045,55.66666666666666,59.0
308,Role Player,64.0,39.0,80.0,53.8,20.2,77.0,2.06,0.14,20.2,3.305,13.56,51.0,71.33333333333333
309,Starter,50.0,60.0,68.0,60.9,14.2,63.0,2.33,0.16,18.7,3.595,14.71,46.0,63.0
310,Role Player,62.0,40.0,78.0,51.1,19.1,76.0,1.64,0.16,15.5,3.37,14.205,50.5,53.333333333333336
311,Starter,71.0,41.0,53.0,57.4,9.0,84.0,1.92,0.17,18.1,3.105,12.81,54.16666666666666,62.0
312,Role Player,56.0,53.0,67.0,57.8,13.5,69.0,1.91,0.17,16.1,2.975,12.71,48.66666666666666,52.0
313,Role Player,67.0,37.0,57.0,54.5,10.1,80.0,1.69,0.18,17.5,3.83,15.83,42.66666666666666,51.66666666666666
314,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.51,13.8,48.333333333333336,69.33333333333333
315,Impact Player,36.0,53.0,55.0,66.7,9.5,48.0,2.73,0.16,17.2,3.405,15.555,52.16666666666666,69.0
316,Starter,58.0,59.0,45.0,58.5,6.3,71.0,2.02,0.17,16.7,3.255,13.2,41.16666666666666,67.66666666666667
317,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.13,12.26,67.66666666666667,69.33333333333333
318,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.98,11.73,53.333333333333336,59.0
319,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.95,11.9,56.0,65.66666666666667
320,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.16,13.12,55.333333333333336,58.333333333333336
321,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.96,11.47,53.66666666666666,66.66666666666667
322,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.25,12.88,52.333333333333336,62.0
323,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.37,13.27,52.333333333333336,65.66666666666667
324,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.45,13.99,49.66666666666666,59.333333333333336
325,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.91,11.11,56.0,61.66666666666666
326,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.96,11.61,53.0,64.66666666666667
327,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.39,13.56,53.333333333333336,62.0
328,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.18,12.66,53.0,59.66666666666666
329,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.23,13.08,52.66666666666666,60.333333333333336
330,Starter,51.0,57.0,72.0,55.2,15.5,64.0,1.8,0.17,18.1,3.205,13.09,59.833333333333336,60.0
331,Starter,38.0,52.0,65.0,54.0,12.9,51.0,1.77,0.16,16.9,3.965,16.03,53.5,54.333333333333336
332,Starter,37.0,63.0,47.0,53.9,7.1,49.0,1.48,0.19,15.7,3.4,13.445,55.5,56.0
333,Starter,54.0,52.0,48.0,61.6,7.4,67.0,2.14,0.17,20.2,3.12,12.305,66.83333333333333,68.66666666666667
334,Role Player,53.0,42.0,45.0,49.9,6.3,66.0,1.23,0.2,14.2,3.29,13.355,49.0,60.0
335,Starter,28.0,40.0,48.0,50.5,7.4,40.0,1.32,0.19,15.5,3.165,12.795,59.66666666666666,62.0
336,Role Player,64.0,65.0,54.0,51.8,10.5,78.0,1.53,0.17,16.7,3.1950000000000003,13.63,51.0,61.0
337,Starter,52.0,61.0,59.0,57.0,11.1,65.0,1.89,0.17,17.1,3.42,14.285,59.66666666666666,67.33333333333333
338,Starter,56.0,63.0,54.0,54.4,9.3,69.0,1.75,0.17,17.5,3.355,13.635000000000002,57.333333333333336,60.0
339,Starter,59.0,66.0,74.0,50.3,15.9,72.0,1.61,0.15,17.2,3.275,13.545,58.66666666666666,57.0
340,Role Player,54.0,52.0,54.0,58.7,9.2,67.0,2.12,0.16,16.5,3.265,12.84,58.833333333333336,57.0
341,Starter,30.0,54.0,55.0,57.1,9.8,43.0,1.79,0.18,16.8,3.415,13.305,57.0,60.333333333333336
342,Starter,63.0,57.0,56.0,53.2,10.1,76.0,1.51,0.18,16.5,2.97,12.125,52.333333333333336,59.0
343,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.56,13.99,48.66666666666666,56.0
344,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.35,12.51,46.66666666666666,56.66666666666666
345,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.47,13.22,44.66666666666666,51.0
346,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.76,14.45,55.0,64.0
347,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.41,12.88,49.66666666666666,56.0
348,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.78,14.99,49.0,54.66666666666666
349,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.38,12.51,54.66666666666666,54.0
350,Impact Player,67.0,64.0,54.0,55.5,9.2,80.0,1.85,0.16,17.9,3.62,13.98,51.0,64.66666666666667
351,Impact Player,64.0,57.0,51.0,51.3,8.3,77.0,1.59,0.16,17.4,3.62,13.98,51.0,64.66666666666667
352,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.27,13.0,56.333333333333336,62.66666666666666
353,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.39,12.9,51.0,66.66666666666667
354,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.28,13.13,53.333333333333336,61.66666666666666
355,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.43,13.76,59.66666666666666,60.66666666666666
356,Role Player,44.0,46.0,45.0,56.2,6.4,57.0,1.6,0.18,16.6,3.23,12.91,52.0,62.333333333333336
357,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.29,13.24,49.0,62.66666666666666
358,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.49,13.65,56.0,66.0
359,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.31,13.25,51.66666666666666,60.0
360,Starter,54.0,70.0,59.0,51.6,12.3,69.0,1.5,0.17,17.0,3.13,12.64,54.0,65.33333333333333
361,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.77,11.34,50.333333333333336,51.66666666666666
362,Starter,69.0,55.0,63.0,58.7,13.8,83.0,2.01,0.16,18.9,3.1,12.85,60.333333333333336,65.0
363,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.22,13.13,47.0,60.66666666666666
364,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.14,13.17,57.333333333333336,62.66666666666666
365,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.12,12.54,58.66666666666666,62.333333333333336
366,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.34,13.62,49.333333333333336,66.0
367,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.18,12.67,52.66666666666666,58.333333333333336
368,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.19,12.95,54.0,69.66666666666667
369,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.17,12.51,60.66666666666666,57.66666666666666
370,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.03,12.16,57.66666666666666,66.0
371,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.15,12.38,55.333333333333336,55.0
372,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.08,12.26,52.66666666666666,61.333333333333336
373,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.2,13.13,50.333333333333336,55.66666666666666
374,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.94,11.81,65.0,72.66666666666667
375,Role Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.24,14.43,55.0,64.66666666666667
376,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.15,12.38,60.0,63.0
377,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.3,12.67,53.66666666666666,58.66666666666666
378,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.85,15.68,46.0,60.0
379,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.18,12.89,50.333333333333336,59.0
380,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.41,13.5,45.333333333333336,59.66666666666666
381,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.15,12.87,51.66666666666666,60.0
382,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.1,12.69,50.333333333333336,51.66666666666666
383,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.17,13.08,52.66666666666666,62.333333333333336
384,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.79,11.55,53.0,61.0
385,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.84,11.78,48.66666666666666,50.333333333333336
386,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.17,12.47,59.333333333333336,69.66666666666667
387,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.24,13.1,50.0,62.0
388,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.04,12.38,48.0,51.333333333333336
389,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,2.95,11.23,54.333333333333336,56.333333333333336
390,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.49,13.94,48.0,58.66666666666666
391,Starter,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.5,13.94,51.66666666666666,58.66666666666666
392,Impact Player,56.07339449541284,53.269113149847094,55.45871559633027,55.84678899082568,10.300305810397555,69.5474006116208,1.8209174311926608,0.17045871559633025,17.6045871559633,3.18,12.01,54.66666666666666,55.0
