CSE_PlayerID,CSE_EventID,Bucket,Date,CollegeDivision,CollegePlayerType,Obj_FootSpeed_H11,Obj_FootSpeed_H12,Obj_FootSpeed_HH1,Obj_FootSpeed_HH2,Obj_ArmVelo_Throw1,Obj_ArmVelo_Throw2,Obj_ArmVelo_Throw3,Obj_ArmVelo_Throw4,Obj_ArmVelo_Throw5,Obj_ArmVelo_Throw6,Obj_PopTime_Throw1,Obj_PopTime_Throw2,Obj_PopTime_Throw3,Obj_PopTime_Throw4,Obj_ExitVelo_Swing1,Obj_ExitVelo_Swing2,Obj_ExitVelo_Swing3,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed
1312,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,516,4,10/12/2020,,,3.25,3.2,13.02,12.67,61,61,63,,,,,,,,,,,53,42,71,59.7,14.9,66,2.25,0.16,16
1314,516,4,10/12/2020,,,3.03,2.82,11.96,11.76,60,60,60,,,,,,,,,,,69,58,48,52.7,7.3,82,1.44,0.19,14.9
1315,516,4,10/12/2020,,,3.39,3.19,12.64,12.79,55,54,55,,,,,,,,,,,57,58,58,64.1,10.5,70,2.39,0.17,20.1
1316,516,4,10/12/2020,,,2.84,3.13,13.22,13.06,50,50,50,,,,,,,,,,,44,44,40,53.4,4.7,56,1.32,0.18,15.7
1316,516,4,10/12/2020,,,2.84,3.13,13.22,13.06,50,50,50,,,,,,,,,,,62,63,47,50.5,7,76,1.32,0.19,15.1
1318,516,4,10/12/2020,,,3.35,3.19,13.22,13.34,58,54,57,,,,,,,,,,,,,,,,,,,
1319,516,4,10/12/2020,,,3.06,2.66,11.73,11.57,54,55,57,,,,,,,,,,,66,38,49,54.1,7.6,79,1.6,0.18,14.9
1320,516,4,10/12/2020,,,3.44,3.38,12.95,13.07,,,56,,,,,,,,,,,,,,,,,,,
1321,516,4,10/12/2020,,,3.03,3.08,12.5,12.47,56,55,56,,,,,,,,,,,63,59,47,58.6,6.9,76,1.8,0.19,16.8
1323,516,4,10/12/2020,,,2.92,2.9,11.9,12.02,51,54,55,,,,,,,,,,,68,71,58,50.8,10.6,82,1.43,0.18,15.9
1326,516,4,10/12/2020,,,2.9,3.01,11.22,11.79,60,60,62,,,,,,,,,,,54,54,45,58.7,7.7,69,2.07,0.17,16.8
1326,516,4,10/12/2020,,,2.9,3.01,11.22,11.79,60,60,62,,,,,,,,,,,68,58,57,54.5,11.7,83,1.74,0.17,18.3
1328,516,4,10/12/2020,,,3.05,2.89,12.53,12.71,57,58,57,,,,,,,,,,,59,45,45,52.7,6.3,72,1.55,0.18,16.6
1328,516,4,10/12/2020,,,3.05,2.89,12.53,12.71,57,58,57,,,,,,,,,,,44,51,39,55.4,4.2,57,1.5,0.2,16.4
1331,516,4,10/12/2020,,,3.17,2.96,12.29,12.5,61,62,64,,,,,,,,,,,55,55,54,66.4,9.3,68,2.64,0.17,18.5
1331,516,4,10/12/2020,,,3.17,2.96,12.29,12.5,61,62,64,,,,,,,,,,,36,57,48,64.7,7.4,48,2.32,0.18,18.2
1332,516,4,10/12/2020,,,2.91,2.96,12.24,12.03,51,52,51,,,,,,,,,,,67,60,43,54.7,5.6,80,1.57,0.19,15.6
1332,516,4,10/12/2020,,,2.91,2.96,12.24,12.03,51,52,51,,,,,,,,,,,76,50,44,57.3,5.9,90,1.78,0.18,16.5
1333,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,516,4,10/12/2020,,,3.26,3.14,12.71,12.88,46,47,48,,,,,,,,,,,57,51,62,54.5,12.1,70,1.65,0.18,19.2
1334,516,4,10/12/2020,,,3.26,3.14,12.71,12.88,46,47,48,,,,,,,,,,,45,61,66,57.7,13.3,58,1.96,0.17,20.1
1335,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,516,4,10/12/2020,,,3.29,3.35,13.58,13.41,54,56,56,,,,,,,,,,,56,57,58,56.2,10.7,70,1.93,0.16,18.5
1339,516,4,10/12/2020,,,3.06,3.17,12.73,12.43,53,53,50,,,,,,,,,,,47,52,43,58.9,5.6,60,1.86,0.18,16.4
1340,516,4,10/12/2020,,,3.11,3.07,12.68,11.25,55,57,56,,,,,,,,,,,51,49,62,58.4,12.1,64,1.92,0.17,17.5
1341,516,4,10/12/2020,,,,,,,53,54,55,,,,,,,,,,,59,47,47,54.2,7,72,1.57,0.18,17
1343,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,61,45,47,53.1,8.4,76,1.57,0.18,15.8
1325,516,4,10/12/2020,,,3.11,3.23,12.41,12.4,,,50,,,,,,,,,,,,,,,,,,,
1327,516,4,10/12/2020,,,3.52,3.23,13.06,12.92,,,,,,,,,,2.22,,,,59,57,50,58.4,8.1,72,1.93,0.17,17.4
1330,516,4,10/12/2020,,,3.45,3.91,13.13,13.88,54,55,55,,,,2.18,2.25,2.13,2.15,,,,63,48,38,59.6,5.2,77,2.01,0.17,14.7
1336,516,4,10/12/2020,,,3.28,3.27,13.44,13.3,53,51,52,,,,2.16,2.28,2.34,2.22,,,,61,49,48,54.3,8.5,76,1.63,0.18,17.1
1336,516,4,10/12/2020,,,3.28,3.27,13.44,13.3,53,51,52,,,,2.16,2.28,2.34,2.22,,,,55,56,48,53.8,7.3,68,1.46,0.19,16.4
1342,516,4,10/12/2020,,,3.37,3.39,13.1,13.33,57,55,57,,,,1.97,1.97,1.94,1.9,,,,56,58,74,57.4,16.2,69,1.94,0.17,17.5
1317,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,516,4,10/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,516,4,10/12/2020,,,2.97,2.79,12.04,12.03,59,60,62,,,,,,,,,,,60,53,69,61.8,14.6,73,2.51,0.15,17.4
1199,517,3,9/25/2020,,,3.08,3.02,12.7,12.57,56,55,,,,,,,,,,,,45,49,47,50.7,8.3,61,1.41,0.17,15.4
1199,517,3,9/25/2020,,,3.08,3.02,12.7,12.57,56,55,,,,,,,,,,,,48,51,47,50.7,6.9,61,1.42,0.18,14.9
1200,517,3,9/25/2020,,,,,,,,,,,,,,,,,,,,47,44,61,60.1,11.5,60,2.21,0.16,20.8
1201,517,3,9/25/2020,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
1203,517,3,9/25/2020,,,3.23,3.08,13.33,12.98,60,59,,,,,,,,,,,,55,62,56,53.1,9.8,68,1.48,0.18,18.1
1203,517,3,9/25/2020,,,3.23,3.08,13.33,12.98,60,59,,,,,,,,,,,,65,67,62,56.6,12.1,78,1.94,0.16,17.7
1204,517,3,9/25/2020,,,3.28,3.18,12.95,12.88,59,61,61,,,,,,,,,,,61,63,64,53.6,12.7,74,1.65,0.16,18.6
1204,517,3,9/25/2020,,,3.28,3.18,12.95,12.88,59,61,61,,,,,,,,,,,62,61,62,54.5,11.9,75,1.62,0.17,17.9
1205,517,3,9/25/2020,,,3.34,3.22,13.31,13.11,56,57,,,,,,,,,,,,45,51,73,58.5,15.9,58,2,0.2,18.9
1206,517,3,9/25/2020,,,3.45,3.17,13.08,12.83,53,54,,,,,,,,,,,,74,39,58,55.9,10.6,88,1.78,0.16,20.6
1209,517,3,9/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,517,3,9/25/2020,,,2.98,2.87,12.31,12.25,56,58,,,,,,,,,,,,43,58,56,50.6,9.8,56,1.31,0.18,18.8
1211,517,3,9/25/2020,,,3.41,3.25,13.77,12.88,58,61,62,,,,,,,,,,,53,63,64,59.1,12.5,66,2.13,0.15,18.5
1212,517,3,9/25/2020,,,,,,,,,,,,,,,,,,,,53,57,42,55.3,5.3,66,1.67,0.17,18.4
1216,517,3,9/25/2020,,,,,,,,,,,,,,,,,,,,75,37,57,50.1,10.4,89,1.45,0.16,17.2
1216,517,3,9/25/2020,,,,,,,,,,,,,,,,,,,,78,42,61,54.5,11.6,92,1.88,0.15,17.7
1217,517,3,9/25/2020,,,3.47,3.47,13.66,13.63,53,55,,,,,,,,,,,,56,54,45,60.3,6.3,69,1.9,0.18,17
1217,517,3,9/25/2020,,,3.47,3.47,13.66,13.63,53,55,,,,,,,,,,,,69,64,38,59.2,4,82,1.74,0.19,15.9
1219,517,3,9/25/2020,,,2.91,2.97,12.15,12.25,55,55,,,,,,,,,,,,68,48,43,55.1,5.6,81,1.47,0.19,16.4
1220,517,3,9/25/2020,,,3.21,3.07,13.05,13.13,50,54,,,,,,,,,,,,61,60,72,58.7,15.3,74,2.19,0.15,20.5
1222,517,3,9/25/2020,,,2.93,3.05,12.96,12.95,57,55,,,,,,,,,,,,45,56,49,59,7.8,58,1.91,0.17,16.6
1202,517,3,9/25/2020,,,3.37,3.2,12.65,12.48,49,50,,,,,1.87,2.08,1.89,,,,,55,60,58,56.1,10.8,68,1.84,0.16,18.8
1202,517,3,9/25/2020,,,3.37,3.2,12.65,12.48,49,50,,,,,1.87,2.08,1.89,,,,,58,44,52,57.1,8.6,71,1.76,0.17,19.6
1213,517,3,9/25/2020,,,3.35,3.25,13.75,13.57,54,58,,,,,1.87,2.18,1.92,,,,,50,40,57,53.4,10.2,63,1.49,0.18,18.1
11518,517,3,9/25/2020,,,3.18,3.45,12.87,12.09,56,54,,,,,1.89,1.82,2.04,,,,,,,,,,,,,
1207,517,3,9/25/2020,,,3.17,3.03,12.55,12.35,60,61,61,,,,,,,,,,,43,48,63,57.7,12.4,56,1.81,0.17,18
1207,517,3,9/25/2020,,,3.17,3.03,12.55,12.35,60,61,61,,,,,,,,,,,40,51,57,58.7,10.3,53,1.97,0.17,16.9
1208,517,3,9/25/2020,,,3.08,3,12.23,11.97,58,58,,,,,,,,,,,,50,60,44,54.3,5.8,62,1.46,0.19,18
1208,517,3,9/25/2020,,,3.08,3,12.23,11.97,58,58,,,,,,,,,,,,55,60,57,59.6,10.3,68,2.1,0.17,19.1
1214,517,3,9/25/2020,,,3.68,3.61,14.83,15.05,56,58,,,,,,,,,,,,33,49,45,66.2,6.1,45,2.43,0.17,17.3
1215,517,3,9/25/2020,,,,,,,,,,,,,,,,,,,,75,57,46,58.6,6.6,88,1.73,0.19,16.3
1218,517,3,9/25/2020,,,3.27,3.03,13.38,13.31,55,57,,,,,,,,,,,,67,40,70,49.4,14.7,80,1.37,0.17,16.1
1347,519,4,10/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,519,4,10/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,519,4,10/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,519,4,10/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,519,4,10/19/2020,,,2.97,,12.56,,57,54,58,,,,,,,,,,,54,54,72,53.9,15.2,67,1.86,0.15,19.2
1353,519,4,10/19/2020,,,2.97,,12.56,,57,54,58,,,,,,,,,,,47,55,71,52.3,14.9,59,1.67,0.16,18.9
1354,519,4,10/19/2020,,,2.91,,12.97,,56,58,59,,,,,,,,,,,73,74,53,56.4,8.8,87,1.87,0.17,18.1
1354,519,4,10/19/2020,,,2.91,,12.97,,56,58,59,,,,,,,,,,,54,68,53,60.3,9.1,68,2.05,0.18,17.5
1355,519,4,10/19/2020,,,3.07,,12.81,,58,58,59,,,,,,,,,,,70,69,62,54.5,11.8,83,1.77,0.16,18
1355,519,4,10/19/2020,,,3.07,,12.81,,58,58,59,,,,,,,,,,,69,60,60,53.7,11.2,82,1.7,0.17,17.8
1358,519,4,10/19/2020,,,,,,,,,,,,,,,,,,,,67,69,62,53,12,81,1.6,0.17,17.2
1359,519,4,10/19/2020,,,3,,11.97,,55,56,56,,,,,,,,,,,47,43,63,54.6,12.3,60,1.79,0.16,17.8
1359,519,4,10/19/2020,,,3,,11.97,,55,56,56,,,,,,,,,,,46,52,68,55,13.8,59,1.8,0.16,19.6
1360,519,4,10/19/2020,,,2.88,,11.81,,55,57,57,,,,,,,,,,,74,46,60,56.1,11.3,88,1.89,0.16,18.9
1360,519,4,10/19/2020,,,2.88,,11.81,,55,57,57,,,,,,,,,,,73,51,63,55,12.3,86,1.91,0.16,19.7
1362,519,4,10/19/2020,,,2.84,,12.19,,57,57,58,,,,,,,,,,,53,66,56,50.7,11.1,68,1.56,0.16,19.3
1362,519,4,10/19/2020,,,2.84,,12.19,,57,57,58,,,,,,,,,,,51,55,61,55.2,13,66,1.88,0.16,20.8
1363,519,4,10/19/2020,,,2.85,,12.66,,54,52,54,,,,,,,,,,,49,55,56,54.4,10,61,1.73,0.18,19.6
1363,519,4,10/19/2020,,,2.85,,12.66,,54,52,54,,,,,,,,,,,45,55,48,60.4,7.2,58,2.18,0.17,18.7
1364,519,4,10/19/2020,,,2.84,,12.53,,56,58,58,,,,,,,,,,,77,53,51,54.2,8.3,92,1.64,0.17,16.8
1364,519,4,10/19/2020,,,2.84,,12.53,,56,58,58,,,,,,,,,,,76,58,54,56.2,9.1,90,1.81,0.16,17.2
1365,519,4,10/19/2020,,,3.13,,13.56,,47,50,49,,,,,,,,,,,71,47,80,52.6,24.8,85,1.97,0.14,16.9
1365,519,4,10/19/2020,,,3.13,,13.56,,47,50,49,,,,,,,,,,,68,48,80,53.8,28.9,82,2.04,0.14,17.7
1366,519,4,10/19/2020,,,2.81,,12.28,,57,57,59,,,,,,,,,,,66,55,58,56,10.6,79,1.72,0.18,18.4
1366,519,4,10/19/2020,,,2.81,,12.28,,57,57,59,,,,,,,,,,,58,57,56,54.4,9.9,71,1.62,0.18,17.7
1348,519,4,10/19/2020,,,2.78,,12.22,,60,63,63,,,,2,1.91,1.94,,,,,48,51,44,55.8,5.9,61,1.81,0.17,17.2
1356,519,4,10/19/2020,,,3.03,,13.06,,52,51,50,,,,2.43,2.21,2.31,2.18,,,,68,52,53,53.9,8.8,82,1.66,0.18,17
1356,519,4,10/19/2020,,,3.03,,13.06,,52,51,50,,,,2.43,2.21,2.31,2.18,,,,60,52,47,58.2,6.8,73,1.82,0.19,17
1361,519,4,10/19/2020,,,2.81,,12.43,,46,49,49,,,,2.55,2.68,2.61,2.71,,,,48,58,48,55.3,7.3,61,1.69,0.18,17.7
1361,519,4,10/19/2020,,,2.81,,12.43,,46,49,49,,,,2.55,2.68,2.61,2.71,,,,50,61,57,59.7,10.4,63,2.11,0.17,19.3
1346,519,4,10/19/2020,,,3.35,,13.85,,46,45,46,,,,,,,,,,,58,46,43,55.3,6.9,73,1.77,0.17,18.5
1352,519,4,10/19/2020,,,3.47,,13.62,,51,52,51,,,,,,,,,,,46,38,49,54.1,7.5,59,1.69,0.17,16.4
1357,519,4,10/19/2020,,,3.03,,13.16,,55,56,55,,,,,,,,,,,47,49,65,54.7,12.9,59,1.83,0.16,17.3
1357,519,4,10/19/2020,,,3.03,,13.16,,55,56,55,,,,,,,,,,,46,58,66,55.2,13.3,59,1.76,0.17,16.9
1368,520,4,10/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,520,4,10/20/2020,,,3.12,,14.18,,42,41,43,,,,,,,,,,,56,43,46,45.5,6.7,69,1.06,0.18,16.1
1370,520,4,10/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,520,4,10/20/2020,,,3.09,,13.29,,52,53,53,,,,,,,,,,,48,47,47,56,7.1,61,1.72,0.18,16.5
1371,520,4,10/20/2020,,,3.09,,13.29,,52,53,53,,,,,,,,,,,47,44,50,59.6,8,60,2.11,0.17,17.6
1373,520,4,10/20/2020,,,3.15,,14,,50,51,50,,,,,,,,,,,65,26,55,51.4,9.6,79,1.49,0.17,19.6
1374,520,4,10/20/2020,,,,,,,47,46,46,,,,,,,,,,,66,64,56,55.4,9.9,79,1.7,0.18,15.6
1375,520,4,10/20/2020,,,3.44,,14.68,,52,52,53,,,,,,,,,,,43,53,51,56.8,8.5,56,1.8,0.18,16.2
1375,520,4,10/20/2020,,,3.44,,14.68,,52,52,53,,,,,,,,,,,47,50,53,59.6,8.8,60,1.97,0.18,16
1377,520,4,10/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,520,4,10/20/2020,,,3.15,,12.94,,48,48,48,,,,,,,,,,,61,49,49,51.7,7.5,74,1.4,0.18,15.7
1380,520,4,10/20/2020,,,3.15,,12.94,,48,48,48,,,,,,,,,,,50,54,49,52.4,7.7,62,1.34,0.19,17.4
1372,520,4,10/20/2020,,,3.16,,13.94,,46,49,50,,,,2,2.06,2.07,,,,,56,44,53,51.7,9,69,1.57,0.17,14
1372,520,4,10/20/2020,,,3.16,,13.94,,46,49,50,,,,2,2.06,2.07,,,,,60,52,66,54.5,13.1,73,1.85,0.16,17
1376,520,4,10/20/2020,,,3.31,,13.5,,54,50,56,,,,1.81,1.87,1.87,,,,,60,52,62,60.4,12,73,2.39,0.15,19
1376,520,4,10/20/2020,,,3.31,,13.5,,54,50,56,,,,1.81,1.87,1.87,,,,,55,53,56,57.7,9.8,68,2.04,0.16,18.7
1384,520,4,10/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,520,4,10/20/2020,,,3.4,,14,,47,48,51,,,,,,,,,,,56,63,58,50,10.7,69,1.42,0.17,14.8
1378,520,4,10/20/2020,,,3.4,,14,,47,48,51,,,,,,,,,,,59,69,52,53,8.6,72,1.57,0.18,14.8
1379,520,4,10/20/2020,,,3.53,,15.5,,51,52,53,,,,,,,,,,,52,45,61,58.3,11.6,65,2.02,0.17,17.7
1379,520,4,10/20/2020,,,3.53,,15.5,,51,52,53,,,,,,,,,,,46,42,52,58.7,8.6,58,1.92,0.18,17.1
1381,520,4,10/20/2020,,,,,,,,,,,,,,,,,,,,46,53,60,55.2,11.4,59,1.56,0.18,16
1382,520,4,10/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,520,4,10/20/2020,,,3.19,,13.91,,50,53,55,,,,,,,,,,,59,44,67,60.6,13.7,72,2.45,0.15,17.9
1389,522,1,10/24/2020,,,,,,,57,56,57,57,,,,,,,,,,55,52,57,57.9,10.5,68,1.89,0.17,17.1
1391,522,1,10/24/2020,,,3.07,,14.41,,42,42,41,,,,,,,,,,,66,53,64,57.1,12.6,79,1.86,0.17,16.5
1391,522,1,10/24/2020,,,3.07,,14.41,,42,42,41,,,,,,,,,,,63,58,62,61.6,11.8,76,2.29,0.16,17.1
1392,522,1,10/24/2020,,,3.16,,13.72,,55,56,55,54,56,55,,,,,,,,38,63,42,53.9,5.5,50,1.64,0.18,13.8
1394,522,1,10/24/2020,,,3.56,,15.79,,42,43,44,,,,,,,,,,,47,67,47,55.2,6.8,60,1.69,0.18,16.5
1395,522,1,10/24/2020,,,3.16,,12.87,,45,43,43,,,,,,,,,,,60,60,44,47.3,6,73,1.19,0.18,12.9
1395,522,1,10/24/2020,,,3.16,,12.87,,45,43,43,,,,,,,,,,,49,56,48,56.9,7.3,62,1.72,0.18,15
1398,522,1,10/24/2020,,,2.87,,12.5,,55,54,54,,,,,,,,,,,73,62,74,54.8,15.9,87,1.81,0.16,19.2
1399,522,1,10/24/2020,,,2.88,,12.25,,56,60,59,58,,,,,,,,,,67,53,58,59.9,10.6,80,2.1,0.17,18
1402,522,1,10/24/2020,,,2.91,,12.66,,56,57,58,,,,,,,,,,,54,53,45,57.1,6.3,66,1.67,0.19,18.1
1402,522,1,10/24/2020,,,2.91,,12.66,,56,57,58,,,,,,,,,,,61,51,51,57.4,8.4,74,1.78,0.18,18.8
1393,522,1,10/24/2020,,,3.25,,14.94,,49,50,50,,,,2.25,2.15,2.25,,,,,53,49,47,55.2,6.8,66,1.57,0.2,15.7
1393,522,1,10/24/2020,,,3.25,,14.94,,49,50,50,,,,2.25,2.15,2.25,,,,,61,49,46,52.6,6.6,74,1.47,0.19,14.6
1396,522,1,10/24/2020,,,3.09,,13.31,,49,49,49,,,,2.34,2.38,2.31,,,,,60,60,52,53.4,8.7,73,1.79,0.16,17.7
1400,522,1,10/24/2020,,,2.88,,12.28,,55,58,58,58,59,60,1.87,1.87,1.84,,,,,39,52,59,60.4,11.1,51,2.2,0.17,17.6
1385,522,1,10/24/2020,,,3.06,,13.12,,52,53,51,,,,,,,,,,,27,45,42,61.2,6.7,43,2.04,0.19,17.4
1388,522,1,10/24/2020,,,3.28,,14.34,,47,45,46,,,,,,,,,,,48,56,38,50.2,4.1,60,1.26,0.2,13.5
1390,522,1,10/24/2020,,,,,,,,,,,,,,,,,,,,40,52,80,57.3,20.8,53,2.07,0.16,17.7
1390,522,1,10/24/2020,,,,,,,,,,,,,,,,,,,,47,47,78,54.3,18.9,60,1.91,0.15,17.4
1397,522,1,10/24/2020,,,3.21,,,,48,48,49,,,,,,,,,,,41,48,48,54.5,7.4,54,1.7,0.17,16.4
1401,522,1,10/24/2020,,,3.34,,14.4,,56,56,56,59,59,57,,,,,,,,36,49,65,62.2,13.1,48,2.24,0.17,16.9
1401,522,1,10/24/2020,,,3.34,,14.4,,56,56,56,59,59,57,,,,,,,,37,49,63,62.8,12.5,49,2.35,0.17,16.2
1403,522,1,10/24/2020,,,3.03,,13.44,,42,43,44,,,,,,,,,,,71,52,33,34.8,2.2,84,0.58,0.21,9.3
1404,522,1,10/24/2020,,,3,,13.19,,48,47,48,,,,,,,,,,,,,,,,,,,
3351,617,3,9/8/2021,Division 2,Starter,3.34,,13.39,,55,52,,,,,,,,,71,72,,50,37,48,64,8.6,65,2.44,0.17,19.7
3352,617,3,9/8/2021,Division 2,Starter,,,,,50,53,,,,,,,,,,,,,,,,,,,,
3353,617,3,9/8/2021,Division 2,Starter,3.32,,12.55,,48,50,,,,,,,,,65,64,,40,57,40,61.6,5.8,56,2.11,0.18,18
3354,617,3,9/8/2021,Division 2,Role Player,3.69,,14.29,,,,,,,,,,,,,,,,,,,,,,,
3355,617,3,9/8/2021,Division 2,Role Player,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,617,3,9/8/2021,Division 2,Role Player,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,617,3,9/8/2021,Division 2,Starter,,,,,,,,,,,1.84,1.78,,,64,75,,66,44,50,67.1,9.3,80,2.52,0.17,19.4
3358,617,3,9/8/2021,Division 2,Role Player,3.13,,12.49,,,,,,,,2.06,2.06,,,75,65,,28,47,49,59.5,8.8,44,1.98,0.18,17.3
3359,617,3,9/8/2021,Division 2,Starter,3.31,,12.28,,57,60,,,,,,,,,66,65,,44,44,54,58.3,10.6,59,2.03,0.16,18.9
3360,617,3,9/8/2021,Division 2,Starter,3.38,,12.85,,55,57,,,,,,,,,56,62,,65,62,55,57.8,10.7,79,2,0.17,17.5
3361,617,3,9/8/2021,Division 2,Role Player,,,,,50,48,,,,,,,,,71,71,,53,49,42,56.6,6.5,68,1.84,0.18,16.7
3362,617,3,9/8/2021,Division 2,Role Player,3.25,,13.19,,58,61,,,,,,,,,67,65,,61,63,38,53.7,5.3,76,1.53,0.18,15.9
3363,617,3,9/8/2021,Division 2,Role Player,,,,,,,,,,,,,,,67,67,,54,54,57,54.1,11.5,69,1.79,0.16,15.2
3364,617,3,9/8/2021,Division 2,Role Player,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,617,3,9/8/2021,Division 2,Starter,3.11,,12.65,,51,53,,,,,,,,,80,79,,61,45,74,59.8,17.7,75,1.99,0.17,19.9
3366,617,3,9/8/2021,Division 2,Starter,3.08,,12.15,,,,,,,,,,,,69,59,,49,56,58,59.3,11.9,64,2.27,0.15,17.5
3367,617,3,9/8/2021,Division 2,Role Player,3.53,,14.71,,,,,,,,1.94,2.1,,,69,66,,54,49,44,58.7,7.1,69,1.85,0.18,16.7
3368,617,3,9/8/2021,Division 2,Starter,3.3,,12.84,,55,50,,,,,,,,,70,64,,53,49,48,59.4,8.4,68,2.18,0.17,17
3369,617,3,9/8/2021,Division 2,Role Player,3.23,,12.94,,,,,,,,,,,,66,66,,49,56,50,55.8,9.3,65,1.63,0.18,16.7
4267,779,2,9/30/2021,DIvision 1 Mid-Major,,3.21,3.02,,,,,,,,,,,,,63,63,63,28,32,50,58.9,8,40,1.99,0.18,18.4
4268,779,2,9/30/2021,DIvision 1 Mid-Major,,3.19,3.21,,,,,,,,,,,,,66,65,65,47,69,58,64.1,10.7,59,2.43,0.17,20.7
4269,779,2,9/30/2021,DIvision 1 Mid-Major,,3.19,2.93,,,,,,,,,,,,,68,74,66,45,46,80,62.9,24.2,58,2.87,0.14,21.7
4270,779,2,9/30/2021,DIvision 1 Mid-Major,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,779,2,9/30/2021,DIvision 1 Mid-Major,,3.11,3.01,,,,,,,,,,,,,63,64,63,69,48,43,59,5.6,82,1.99,0.18,16.7
4272,779,2,9/30/2021,DIvision 1 Mid-Major,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,779,2,9/30/2021,DIvision 1 Mid-Major,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,779,2,9/30/2021,DIvision 1 Mid-Major,,3.04,3.04,,,,,,,,,,,,,77,75,76,44,56,80,62.2,29.6,57,2.97,0.13,22.1
4275,779,2,9/30/2021,DIvision 1 Mid-Major,,3.35,3.29,,,,,,,,,,,,,69,71,72,31,58,73,65,16.2,43,2.6,0.17,19.2
4276,779,2,9/30/2021,DIvision 1 Mid-Major,,3.15,3.12,,,,,,,,,,,,,62,58,60,37,63,52,61.4,8.5,49,2.07,0.19,17.4
4277,779,2,9/30/2021,DIvision 1 Mid-Major,,2.77,2.75,,,,,,,,,,,,,72,68,67,53,66,51,65.5,8.3,66,2.47,0.18,18.1
4278,779,2,9/30/2021,DIvision 1 Mid-Major,,3.17,2.99,,,,,,,,,,,,,75,75,79,53,55,62,68.8,11.9,65,3,0.16,19.8
4279,779,2,9/30/2021,DIvision 1 Mid-Major,,3.46,3.32,,,,,,,,,,,,,61,63,60,32,56,48,56.4,7.4,44,1.73,0.19,14.5
4280,779,2,9/30/2021,DIvision 1 Mid-Major,,3.24,3.15,,,,,,,,,,,,,71,71,71,29,58,43,61.6,5.7,42,2.09,0.19,18.4
4281,779,2,9/30/2021,DIvision 1 Mid-Major,,2.91,3.15,,,,,,,,,,,,,63,64,64,54,59,77,59.8,19.1,67,2.38,0.15,20
4282,779,2,9/30/2021,DIvision 1 Mid-Major,,2.79,2.79,,,,,,,,,,,,,66,64,58,41,42,52,52.3,8.6,54,1.54,0.18,16.5
4283,779,2,9/30/2021,DIvision 1 Mid-Major,,2.92,2.85,,,,,,,,,,,,,65,63,65,57,47,68,56.7,14.1,70,1.9,0.17,18.3
4284,779,2,9/30/2021,DIvision 1 Mid-Major,,3.03,2.94,,,,,,,,,,,,,64,68,69,31,61,52,59,8.6,43,1.93,0.19,17
4285,779,2,9/30/2021,DIvision 1 Mid-Major,,2.78,2.71,,,,,,,,,,,,,75,75,72,67,31,80,66.7,21.1,80,2.96,0.15,22.7
4286,779,2,9/30/2021,DIvision 1 Mid-Major,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,779,2,9/30/2021,DIvision 1 Mid-Major,,3.08,3.15,,,,,,,,,,,,,60,68,69,46,60,55,61.8,9.7,59,2.32,0.17,17.1
4806,780,3,10/15/2021,Division 2,Role Player,3.15,3.13,12.62,,55,57,56,,,,,,,,66,67,70,46,48,72,60.7,15.4,58,2.14,0.17,18.7
4807,780,3,10/15/2021,Division 2,Role Player,3.12,3.04,12.1,,54,55,52,,,,,,,,61,55,58,60,58,57,57.4,10.4,73,2.15,0.15,17.3
4808,780,3,10/15/2021,Division 2,Starter,,,,,,,,,,,,,,,,,,,,,,,,,,
