,CollegePlayerType,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo
19,Impact Player,57.0,42.0,69.0,58.6,14.4,70.0,2.14,0.16,18.4,2.91,11.79,56.333333333333336,61.66666666666666
20,Starter,45.0,47.0,44.0,58.6,5.8,57.0,1.74,0.19,15.9,3.33,13.25,59.0,66.0
21,Role Player,49.0,47.0,58.0,58.1,10.8,62.0,1.83,0.18,18.3,3.08,12.46,53.0,61.0
22,Starter,61.0,53.0,55.0,54.9,9.8,74.0,1.49,0.17,17.8,3.1100000000000003,12.49,59.66666666666666,66.0
23,Impact Player,55.0,58.0,47.0,55.3,7.0,68.0,1.67,0.17,16.7,2.9850000000000003,12.12,59.333333333333336,67.33333333333333
24,Role Player,41.0,50.0,66.0,54.5,13.2,54.0,1.71,0.16,17.9,3.1500000000000004,12.67,58.333333333333336,56.333333333333336
25,Starter,74.0,48.0,44.0,49.9,6.0,88.0,1.29,0.19,13.7,3.3,13.14,52.66666666666666,58.0
26,Starter,46.0,49.0,75.0,54.8,16.5,59.0,2.02,0.16,17.1,3.175,12.74,52.66666666666666,62.333333333333336
27,Starter,50.0,51.0,63.0,58.0,12.4,63.0,2.2,0.16,18.9,2.925,11.76,61.66666666666666,66.0
28,Starter,44.0,58.0,56.0,61.0,9.9,56.0,2.07,0.18,17.3,3.21,11.92,61.66666666666666,64.33333333333333
29,Starter,32.0,50.0,41.0,61.0,4.8,45.0,1.89,0.2,17.1,3.41,14.08,63.66666666666666,66.0
30,Role Player,73.0,48.0,53.0,56.9,8.9,86.0,2.05,0.16,17.3,3.025,11.63,58.333333333333336,62.333333333333336
31,Role Player,32.0,56.0,50.0,53.3,7.8,44.0,1.61,0.19,15.1,3.62,15.07,52.66666666666666,60.0
32,Starter,47.0,60.0,46.0,59.0,6.4,60.0,1.98,0.17,17.7,3.105,12.47,55.333333333333336,60.66666666666666
33,Role Player,54.0,39.0,63.0,60.9,12.3,67.0,2.51,0.16,22.5,3.32,13.75,55.0,65.33333333333333
34,Impact Player,50.0,53.0,47.0,67.3,7.0,63.0,2.75,0.18,17.2,3.37,13.92,70.33333333333333,68.66666666666667
35,Impact Player,47.0,64.0,65.0,60.5,13.1,59.0,2.2,0.17,16.0,3.135,12.46,58.0,67.33333333333333
36,Role Player,69.0,59.0,56.0,52.0,9.8,82.0,1.5,0.18,15.3,2.925,11.79,52.333333333333336,56.333333333333336
37,Role Player,49.0,55.0,79.0,57.0,19.8,62.0,2.12,0.15,20.0,3.35,13.75,55.66666666666666,60.66666666666666
38,Role Player,47.0,68.0,64.0,56.7,12.6,60.0,1.79,0.18,16.5,3.2300000000000004,12.96,56.0,52.66666666666666
39,Role Player,67.0,70.0,44.0,50.1,6.0,80.0,1.27,0.19,18.1,3.29,13.42,57.0,60.0
40,Role Player,40.0,56.0,60.0,55.0,11.1,53.0,1.75,0.18,18.8,3.11,12.36,51.333333333333336,54.333333333333336
41,Role Player,63.0,45.0,78.0,63.0,18.2,76.0,2.71,0.14,19.3,3.135,12.57,61.0,67.66666666666667
42,Role Player,67.0,65.0,48.0,57.9,7.3,81.0,1.95,0.17,19.6,2.885,11.12,53.0,60.0
43,Role Player,51.0,53.0,71.0,59.2,15.3,64.0,2.37,0.15,18.6,3.135,12.25,59.333333333333336,70.0
44,Role Player,57.0,59.0,50.0,56.5,9.1,72.0,1.76,0.18,17.1,3.83,13.875,50.66666666666666,66.33333333333333
45,Role Player,43.0,69.0,59.0,52.0,12.2,58.0,1.69,0.16,20.9,3.25,12.21,38.833333333333336,60.66666666666666
46,Starter,40.0,58.0,41.0,62.4,6.1,56.0,2.25,0.17,17.8,3.22,12.68,56.16666666666666,70.33333333333333
47,Impact Player,52.0,57.0,50.0,58.0,9.2,66.0,1.9,0.18,18.2,3.26,12.64,49.333333333333336,68.0
48,Role Player,53.0,48.0,45.0,59.6,7.3,68.0,2.1,0.17,18.7,3.635,14.02,46.5,70.0
49,Starter,68.0,74.0,70.0,52.0,16.0,82.0,1.79,0.15,18.6,3.4800000000000004,13.49,49.333333333333336,68.0
50,Impact Player,54.0,61.0,57.0,57.9,11.5,69.0,2.0,0.17,16.3,3.415,12.985,54.5,68.0
51,Role Player,79.0,44.0,59.0,49.5,12.2,94.0,1.4,0.17,16.2,3.415,12.985,49.5,43.333333333333336
52,Starter,27.0,39.0,40.0,56.4,5.9,42.0,1.85,0.17,16.7,3.205,12.105,57.16666666666666,62.333333333333336
53,Role Player,62.0,63.0,75.0,58.0,18.9,77.0,2.15,0.15,20.9,3.29,12.670000000000002,56.66666666666666,71.0
54,Impact Player,47.0,51.0,55.0,58.4,9.6,61.0,2.07,0.17,16.3,3.37,12.815,59.333333333333336,64.0
55,Impact Player,50.0,48.0,46.0,58.6,7.8,65.0,1.92,0.18,16.6,3.135,12.31,54.16666666666666,69.66666666666667
56,Impact Player,32.0,61.0,62.0,55.1,13.4,47.0,1.88,0.17,19.5,3.52,13.19,56.833333333333336,62.66666666666666
57,Impact Player,44.0,57.0,57.0,58.6,10.4,56.0,2.07,0.16,17.4,3.635,13.195,46.833333333333336,74.0
58,Starter,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.4450000000000003,13.245,43.66666666666666,69.66666666666667
59,Impact Player,59.0,56.0,55.0,56.4,9.7,72.0,2.05,0.17,16.4,3.7,13.91,53.833333333333336,69.33333333333333
60,Impact Player,23.0,39.0,42.0,57.0,6.4,39.0,1.73,0.18,17.5,3.3,11.745,48.833333333333336,70.0
61,Role Player,42.0,51.0,52.0,54.9,8.6,55.0,1.65,0.18,19.0,3.35,12.92,51.5,61.5
62,Role Player,64.0,50.0,39.0,55.9,4.2,77.0,1.69,0.18,16.9,3.57,14.57,57.0,70.0
63,Role Player,38.0,56.0,66.0,58.8,13.4,50.0,1.96,0.17,18.6,3.9,14.86,47.0,63.5
64,Role Player,43.0,55.0,64.0,54.2,12.7,56.0,1.7,0.16,16.7,3.8,15.01,49.5,64.5
65,Role Player,62.0,45.0,48.0,58.1,7.3,75.0,1.71,0.19,16.4,3.12,12.21,62.0,63.5
66,Role Player,48.0,58.0,71.0,56.2,15.1,61.0,1.89,0.16,22.1,3.21,12.47,51.5,65.0
67,Role Player,52.0,67.0,60.0,61.4,11.3,65.0,2.39,0.15,20.9,3.21,12.47,51.5,65.0
68,Role Player,67.0,57.0,42.0,52.3,5.1,81.0,1.51,0.19,16.9,3.47,13.45,46.0,60.0
69,Role Player,70.0,49.0,78.0,55.9,18.2,84.0,2.1,0.15,18.4,3.03,11.83,53.0,59.0
70,Role Player,60.0,59.0,44.0,44.6,6.1,73.0,1.02,0.19,15.3,3.6,14.3,50.5,51.0
71,Role Player,48.0,60.0,62.0,58.4,11.8,60.0,2.15,0.16,17.6,3.34,12.8,59.5,66.0
72,Role Player,59.0,63.0,74.0,59.6,15.8,72.0,2.11,0.17,17.4,3.35,13.1,53.5,68.0
73,Role Player,62.0,63.0,59.0,59.9,11.1,75.0,2.18,0.16,19.0,3.31,12.87,50.0,70.0
74,Role Player,43.0,62.0,69.0,63.8,14.3,56.0,2.47,0.16,19.9,3.71,13.36,50.0,67.0
75,Role Player,38.0,58.0,47.0,55.5,7.0,50.0,1.8,0.17,17.0,3.38,13.47,58.0,62.5
76,Role Player,62.0,40.0,50.0,48.7,7.9,76.0,1.25,0.18,16.7,3.29,12.26,51.0,54.5
77,Role Player,35.0,40.0,46.0,65.5,6.5,47.0,2.58,0.17,18.7,3.29,12.74,57.5,67.0
78,Role Player,52.0,51.0,60.0,55.7,11.4,64.0,1.95,0.16,19.0,3.12,12.21,55.5,55.5
79,Role Player,35.0,52.0,50.0,55.7,7.8,47.0,1.59,0.19,15.7,3.43,13.69,50.0,62.5
80,Role Player,51.0,53.0,43.0,56.9,5.7,64.0,1.68,0.19,15.4,3.0,11.69,54.0,64.5
81,Role Player,52.0,63.0,80.0,65.8,22.4,65.0,2.97,0.14,21.6,3.28,12.72,52.0,72.5
82,Role Player,35.0,53.0,42.0,46.8,5.4,47.0,1.21,0.18,15.1,3.17,12.62,53.5,58.5
83,Role Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.26,13.5,52.333333333333336,64.66666666666667
84,Starter,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.05,12.29,52.5,63.66666666666666
85,Role Player,47.0,54.0,79.0,52.5,20.0,60.0,1.74,0.15,18.2,3.125,11.78,56.333333333333336,65.0
86,Starter,45.0,55.0,71.0,55.3,15.3,57.0,1.85,0.16,17.8,3.15,12.54,61.5,66.66666666666667
87,Role Player,62.0,44.0,45.0,51.2,6.4,75.0,1.42,0.18,16.8,3.125,12.59,56.0,62.66666666666666
88,Starter,30.0,63.0,45.0,63.7,6.2,42.0,2.2,0.18,18.4,3.145,12.93,54.0,67.33333333333333
89,Role Player,59.0,42.0,47.0,57.5,7.1,72.0,2.07,0.16,18.5,3.155,12.98,52.0,63.333333333333336
90,Starter,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.005,12.0,58.5,58.66666666666666
91,Impact Player,60.0,64.0,48.0,59.0,7.4,73.0,1.96,0.17,18.7,3.155,12.58,57.5,68.0
92,Role Player,54.0,56.0,43.0,50.9,5.7,67.0,1.4,0.18,15.9,3.005,12.44,53.5,56.0
93,Starter,38.0,64.0,53.0,62.2,8.9,51.0,2.41,0.16,19.7,3.095,12.62,54.333333333333336,65.0
94,Role Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.34,13.45,49.0,64.0
95,Role Player,42.0,39.0,45.0,56.2,6.3,55.0,1.7,0.18,19.1,3.34,13.39,46.66666666666666,57.66666666666666
96,Role Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.14,12.82,55.333333333333336,58.333333333333336
97,Impact Player,28.0,54.0,42.0,64.1,5.2,40.0,2.24,0.18,16.7,2.995,11.64,68.16666666666667,64.0
98,Role Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,2.995,12.07,57.5,65.33333333333333
99,Impact Player,43.0,58.0,68.0,55.0,13.9,55.0,1.72,0.17,19.5,2.99,11.66,52.0,68.66666666666667
100,Impact Player,48.0,68.0,60.0,61.0,11.4,61.0,2.25,0.16,19.5,3.09,12.02,57.66666666666666,67.33333333333333
101,Role Player,50.0,55.0,47.0,54.6,7.0,63.0,1.69,0.17,18.0,3.26,12.41,49.66666666666666,53.66666666666666
102,Starter,59.0,55.0,62.0,56.0,12.0,72.0,1.79,0.17,18.3,3.05,12.96,56.66666666666666,60.333333333333336
103,Role Player,56.0,70.0,47.0,50.8,7.0,69.0,1.45,0.17,16.8,3.05,12.85,57.66666666666666,58.333333333333336
104,Role Player,47.0,61.0,43.0,53.2,5.6,59.0,1.45,0.19,17.5,3.165,12.93,51.66666666666666,56.0
105,Role Player,47.0,36.0,71.0,59.4,14.9,60.0,2.01,0.17,22.3,2.9450000000000003,13.12,57.0,67.0
106,Starter,51.0,64.0,50.0,57.2,7.8,64.0,1.88,0.17,18.4,3.03,11.86,57.66666666666666,58.0
107,Role Player,53.0,50.0,64.0,54.6,12.6,66.0,1.74,0.17,18.6,3.48,13.23,49.66666666666666,49.333333333333336
108,Starter,69.0,53.0,67.0,53.7,13.5,83.0,1.66,0.17,18.0,3.12,12.67,55.0,60.0
109,Starter,62.0,56.0,69.0,53.7,14.3,75.0,1.63,0.17,18.5,3.285,13.54,56.66666666666666,63.0
110,Role Player,62.0,52.0,63.0,53.7,12.2,75.0,1.74,0.16,20.1,3.46,13.1,49.333333333333336,61.333333333333336
111,Impact Player,67.0,48.0,70.0,59.5,14.8,80.0,2.36,0.15,19.2,3.1500000000000004,12.35,62.333333333333336,68.0
112,Role Player,56.0,61.0,66.0,55.4,13.7,69.0,1.9,0.16,18.6,3.47,14.17,47.66666666666666,56.66666666666666
113,Impact Player,52.0,46.0,77.0,60.1,18.0,65.0,2.41,0.15,18.4,2.895,12.38,57.333333333333336,65.33333333333333
114,Role Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.115,13.11,44.66666666666666,63.333333333333336
115,Starter,48.0,50.0,58.0,54.5,10.5,61.0,1.77,0.16,16.6,3.21,12.22,51.66666666666666,63.333333333333336
116,Starter,60.0,50.0,44.0,46.1,5.8,73.0,1.12,0.19,15.3,2.96,12.34,57.0,51.333333333333336
117,Role Player,56.0,50.0,64.0,57.7,12.8,69.0,1.97,0.17,20.1,3.725,15.1,47.333333333333336,63.0
118,Starter,47.0,54.0,65.0,55.4,12.9,60.0,1.75,0.17,16.9,3.26,12.92,53.66666666666666,63.66666666666666
119,Starter,73.0,51.0,71.0,52.5,15.0,87.0,1.69,0.16,18.8,3.26,13.14,56.66666666666666,60.333333333333336
120,Role Player,39.0,46.0,79.0,51.1,20.6,52.0,1.5,0.17,18.1,3.32,13.02,58.5,53.0
121,Starter,51.0,56.0,51.0,61.5,8.2,63.0,2.32,0.17,19.6,3.4,13.1,55.5,65.5
122,Role Player,44.0,70.0,58.0,60.3,10.5,57.0,2.15,0.17,21.5,3.27,13.1,55.0,65.0
123,Role Player,23.0,46.0,47.0,61.9,8.3,38.0,2.15,0.18,21.1,3.24,12.8,56.5,66.5
124,Starter,50.0,53.0,51.0,57.9,8.1,63.0,1.89,0.17,17.2,3.56,12.7,53.0,59.0
125,Role Player,32.0,57.0,62.0,59.4,11.8,44.0,2.33,0.15,19.4,3.44,12.34,60.0,64.5
126,Role Player,43.0,44.0,72.0,58.4,15.9,56.0,2.13,0.16,21.1,3.04,11.4,62.5,58.5
127,Role Player,60.0,67.0,42.0,53.8,5.4,73.0,1.56,0.2,15.5,3.56,13.1,55.5,62.5
128,Impact Player,64.0,53.0,67.0,52.7,13.7,77.0,1.79,0.15,17.2,3.35,12.5,53.0,58.0
129,Role Player,52.0,55.0,56.0,54.6,10.1,65.0,1.59,0.18,21.0,3.26,12.5,53.5,60.0
130,Starter,60.0,60.0,53.0,51.1,9.1,73.0,1.64,0.16,16.7,3.14,11.9,55.0,67.5
131,Starter,72.0,64.0,60.0,60.5,11.2,85.0,2.15,0.17,18.3,3.29,12.9,52.5,60.5
132,Role Player,39.0,42.0,50.0,52.5,8.1,52.0,1.6,0.17,18.4,3.26,12.6,57.0,64.5
133,Role Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.17,12.2,58.5,67.0
134,Role Player,40.0,63.0,54.0,58.0,9.3,53.0,2.07,0.17,16.0,3.28,12.4,58.5,65.0
135,Starter,75.0,39.0,49.0,49.8,7.7,89.0,1.34,0.18,15.1,2.96,11.65,53.0,56.333333333333336
136,Starter,46.0,49.0,64.0,59.9,12.7,59.0,2.06,0.17,19.3,3.175,12.83,58.333333333333336,69.0
137,Impact Player,79.0,47.0,62.0,57.9,11.9,93.0,1.88,0.17,17.0,3.155,12.24,53.0,65.33333333333333
138,Role Player,57.0,57.0,77.0,55.9,18.7,71.0,2.07,0.15,19.9,3.09,12.48,49.0,64.0
139,Impact Player,33.0,47.0,48.0,60.8,7.4,45.0,2.0,0.18,17.4,3.285,12.62,60.333333333333336,73.33333333333333
140,Starter,62.0,64.0,55.0,54.5,9.8,75.0,1.76,0.17,18.2,3.13,12.56,53.66666666666666,59.66666666666666
141,Starter,70.0,51.0,56.0,55.4,10.0,83.0,1.99,0.15,17.3,3.045,12.02,62.333333333333336,64.66666666666667
142,Role Player,70.0,52.0,62.0,53.9,11.9,84.0,1.68,0.17,18.2,3.295,12.7,47.333333333333336,63.333333333333336
143,Impact Player,76.0,53.0,74.0,58.4,15.9,89.0,2.3,0.15,18.4,3.37,13.35,57.66666666666666,71.0
144,Impact Player,58.0,39.0,44.0,63.3,6.0,72.0,2.18,0.19,17.0,3.255,12.71,59.0,68.0
145,Role Player,76.0,64.0,49.0,52.9,7.7,90.0,1.45,0.19,17.9,3.225,12.8,56.66666666666666,58.333333333333336
146,Role Player,75.0,57.0,57.0,56.8,10.4,88.0,1.89,0.17,17.9,3.21,12.32,57.0,60.0
147,Role Player,61.0,58.0,57.0,57.0,10.3,75.0,1.86,0.16,17.7,3.27,12.96,57.66666666666666,66.33333333333333
148,Role Player,80.0,46.0,70.0,56.4,14.6,94.0,1.99,0.16,19.1,3.31,13.39,50.333333333333336,68.0
149,Role Player,71.0,52.0,75.0,51.6,16.7,85.0,1.51,0.17,18.4,3.24,12.5,57.0,60.0
150,Starter,61.0,61.0,75.0,57.6,16.6,74.0,2.12,0.15,18.8,3.215,12.97,57.333333333333336,65.66666666666667
151,Role Player,60.0,61.0,80.0,62.7,21.9,73.0,2.42,0.16,21.7,2.9000000000000004,11.54,65.33333333333333,72.66666666666667
152,Role Player,75.0,48.0,63.0,60.6,12.4,89.0,2.32,0.15,18.7,2.93,11.66,55.66666666666666,61.66666666666666
153,Starter,61.0,52.0,52.0,54.0,8.8,74.0,1.71,0.18,16.9,3.19,12.72,57.66666666666666,66.33333333333333
154,Impact Player,57.0,38.0,53.0,67.2,9.1,70.0,2.66,0.17,17.4,2.835,11.26,63.66666666666666,73.66666666666667
155,Role Player,63.0,38.0,77.0,57.7,17.4,76.0,2.0,0.16,19.8,3.055,12.25,56.333333333333336,72.66666666666667
156,Role Player,68.0,51.0,75.0,56.1,16.7,82.0,1.99,0.16,18.7,3.0,12.1,54.333333333333336,66.33333333333333
157,Role Player,65.0,56.0,50.0,62.5,8.0,78.0,2.13,0.18,18.5,3.02,11.89,55.66666666666666,70.0
158,Role Player,56.0,39.0,59.0,53.8,10.9,69.0,1.65,0.18,16.1,3.31,13.6,51.333333333333336,63.0
159,Impact Player,52.0,48.0,73.0,55.9,15.6,65.0,1.68,0.16,21.0,3.105,12.09,62.333333333333336,73.0
160,Starter,45.0,50.0,71.0,57.9,14.8,57.0,2.16,0.15,18.6,2.9450000000000003,11.53,57.333333333333336,65.66666666666667
161,Starter,72.0,36.0,70.0,56.6,14.6,85.0,2.28,0.14,19.5,2.975,11.33,56.66666666666666,66.33333333333333
162,Starter,57.0,58.0,68.0,50.5,13.9,70.0,1.75,0.14,18.6,3.18,12.58,56.0,64.66666666666667
163,Role Player,62.0,68.0,56.0,55.7,10.1,76.0,1.83,0.16,17.8,2.9400000000000004,11.58,56.0,65.33333333333333
164,Starter,74.0,55.0,59.0,57.4,10.9,87.0,1.92,0.17,17.8,3.07,12.34,56.333333333333336,68.66666666666667
165,Role Player,58.0,61.0,46.0,57.7,6.7,71.0,1.85,0.18,16.5,3.285,12.24,63.0,70.0
166,Role Player,45.0,57.0,50.0,59.2,8.1,58.0,2.0,0.17,15.9,3.015,11.54,56.333333333333336,71.0
167,Starter,49.0,54.0,50.0,59.5,7.8,62.0,1.81,0.19,15.9,2.975,11.85,66.66666666666667,69.0
168,Starter,58.0,49.0,48.0,56.5,7.3,71.0,1.77,0.18,16.5,3.49,12.41,56.0,65.0
169,Starter,41.0,50.0,46.0,57.9,6.8,54.0,1.73,0.19,19.5,3.185,12.35,57.0,69.33333333333333
170,Starter,50.0,62.0,44.0,56.3,5.9,63.0,1.82,0.17,16.7,3.135,12.39,55.0,68.33333333333333
171,Starter,60.0,57.0,42.0,57.9,5.2,74.0,1.79,0.18,16.9,3.19,12.2,59.0,61.66666666666666
172,Starter,59.0,57.0,53.0,57.8,9.1,72.0,1.85,0.18,17.0,3.42,13.18,57.5,65.0
173,Impact Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.385,12.83,60.0,72.66666666666667
174,Role Player,66.0,61.0,61.0,55.7,11.6,80.0,1.85,0.16,18.0,3.49,13.68,56.0,63.66666666666666
175,Role Player,45.0,52.0,61.0,54.4,11.5,58.0,1.78,0.16,17.1,3.49,13.68,56.0,63.66666666666666
176,Role Player,50.0,55.0,49.0,57.9,7.8,63.0,1.81,0.18,17.1,3.535,14.11,54.5,66.66666666666667
177,Starter,62.0,59.0,39.0,54.2,4.1,75.0,1.47,0.2,15.4,3.26,12.65,59.5,64.0
178,Role Player,52.0,45.0,44.0,59.7,6.0,65.0,1.94,0.18,19.7,3.42,12.32,58.0,67.66666666666667
179,Starter,47.0,44.0,61.0,60.1,11.5,60.0,2.21,0.16,20.8,3.25,12.65,57.5,67.33333333333333
180,Starter,75.0,37.0,57.0,50.1,10.4,89.0,1.45,0.16,17.2,3.365,12.77,55.5,59.0
181,Starter,78.0,42.0,61.0,54.5,11.6,92.0,1.88,0.15,17.7,3.365,12.77,55.5,59.0
182,Impact Player,61.0,63.0,64.0,53.6,12.7,74.0,1.65,0.16,18.6,3.4,12.61,58.0,63.0
183,Impact Player,62.0,61.0,62.0,54.5,11.9,75.0,1.62,0.17,17.9,3.4,12.61,58.0,63.0
184,Starter,45.0,49.0,47.0,50.7,8.3,61.0,1.41,0.17,15.4,3.095,12.28,57.0,63.0
185,Starter,48.0,51.0,47.0,50.7,6.9,61.0,1.42,0.18,14.9,3.095,12.28,57.0,63.0
186,Starter,55.0,62.0,56.0,53.1,9.8,68.0,1.48,0.18,18.1,3.29,12.77,60.5,70.66666666666667
187,Starter,65.0,67.0,62.0,56.6,12.1,78.0,1.94,0.16,17.7,3.29,12.77,60.5,70.66666666666667
188,Impact Player,50.0,60.0,44.0,54.3,5.8,62.0,1.46,0.19,18.0,3.08,11.67,59.5,72.66666666666667
189,Impact Player,55.0,60.0,57.0,59.6,10.3,68.0,2.1,0.17,19.1,3.08,11.67,59.5,72.66666666666667
190,Impact Player,54.32780082987552,53.70331950207469,56.13900414937759,57.13298755186722,10.386514522821576,67.68464730290457,1.919688796680498,0.17006224066390038,17.82219917012448,3.275,12.65,54.5,72.33333333333333
191,Starter,34.0,56.0,53.0,54.0,10.3,50.0,1.48,0.19,15.8,3.17,12.61,52.0,58.5
192,Impact Player,50.0,50.0,36.0,47.5,4.6,65.0,1.12,0.19,13.2,3.26,12.63,57.0,52.0
193,Role Player,66.0,63.0,38.0,51.6,5.2,80.0,1.42,0.18,14.9,3.26,12.88,55.5,52.5
194,Role Player,50.0,46.0,41.0,54.7,6.1,65.0,1.5,0.2,17.2,3.17,12.4,55.0,61.5
195,Role Player,48.0,64.0,48.0,54.2,8.6,64.0,1.67,0.17,16.9,3.11,12.28,57.5,55.0
196,Starter,71.0,50.0,62.0,54.2,13.3,85.0,1.77,0.16,16.5,3.33,13.65,52.5,61.5
197,Role Player,66.0,47.0,66.0,54.3,14.5,81.0,1.75,0.17,20.0,3.31,12.91,46.0,55.0
198,Role Player,49.0,60.0,52.0,51.8,9.9,64.0,1.69,0.16,17.3,3.4,13.93,48.5,60.0
199,Impact Player,46.0,58.0,53.0,59.0,10.2,61.0,2.0,0.17,19.7,3.05,11.61,66.5,68.5
200,Starter,46.0,60.0,54.0,64.1,10.5,61.0,2.37,0.18,18.6,3.32,13.02,64.5,68.5
201,Starter,43.0,52.0,39.0,52.0,5.7,58.0,1.42,0.19,14.8,3.31,13.17,52.5,58.0
202,Starter,65.0,42.0,76.0,64.2,18.7,79.0,3.02,0.15,24.2,3.38,13.46,57.5,74.5
203,Starter,39.0,50.0,62.0,63.8,13.1,55.0,2.42,0.16,18.6,3.28,12.69,56.0,63.5
204,Starter,70.0,67.0,57.0,55.1,11.4,85.0,2.03,0.15,19.3,3.04,11.63,59.5,62.0
205,Role Player,72.0,43.0,79.0,55.8,19.2,85.0,2.3,0.13,19.5,2.99,12.85,53.0,62.333333333333336
206,Role Player,50.0,59.0,63.0,54.6,12.3,63.0,1.89,0.15,19.8,3.01,12.47,51.333333333333336,60.66666666666666
207,Starter,44.0,49.0,62.0,65.2,12.1,56.0,2.72,0.16,18.4,3.15,13.22,55.0,67.0
208,Starter,55.0,48.0,58.0,63.1,10.8,68.0,2.53,0.15,18.9,2.86,11.52,54.333333333333336,61.0
209,Role Player,58.0,63.0,42.0,58.0,5.4,71.0,1.8,0.19,18.2,3.42,13.88,50.333333333333336,62.333333333333336
210,Impact Player,72.0,48.0,61.0,65.4,11.7,86.0,2.73,0.16,19.2,2.98,12.1,47.0,66.33333333333333
211,Role Player,54.0,58.0,50.0,58.6,8.0,67.0,1.97,0.17,16.7,3.06,12.07,57.0,63.0
212,Role Player,76.0,33.0,37.0,50.6,4.9,90.0,1.29,0.19,16.3,3.56,14.43,51.66666666666666,59.333333333333336
213,Impact Player,54.0,54.0,47.0,62.8,6.8,67.0,2.52,0.16,17.7,3.05,12.16,63.0,62.66666666666666
