,CollegePlayerType,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo
212,Starter,36.0,44.0,50.0,52.3,7.8,48.0,1.58,0.18,16.1,3.22,12.675,49.5,59.0
213,Starter,40.0,42.0,42.0,48.2,5.3,53.0,1.27,0.19,15.4,3.425,13.415,50.0,50.66666666666666
214,Impact Player,51.0,57.0,51.0,59.8,8.3,64.0,2.27,0.17,16.8,3.075,12.27,55.333333333333336,66.0
215,Role Player,45.0,50.0,50.0,50.2,8.0,58.0,1.49,0.17,16.0,3.77,14.53,44.16666666666666,60.0
216,Role Player,50.0,42.0,47.0,56.9,7.0,62.0,1.84,0.19,16.7,3.075,12.55,53.16666666666666,62.66666666666666
217,Role Player,54.0,68.0,52.0,56.1,8.7,67.0,1.9,0.17,16.7,3.085,12.755,47.5,64.33333333333333
218,Role Player,39.0,50.0,52.0,60.8,8.7,52.0,2.4,0.16,17.0,3.87,14.87,57.333333333333336,70.33333333333333
219,Role Player,45.0,62.0,46.0,49.3,6.6,58.0,1.26,0.17,16.2,3.11,12.23,51.0,66.0
220,Impact Player,36.0,61.0,58.0,61.9,10.7,48.0,2.16,0.17,17.0,2.84,11.18,59.5,71.0
221,Impact Player,31.0,47.0,57.0,64.0,10.1,43.0,2.46,0.16,19.2,2.86,10.96,65.0,72.5
222,Starter,49.0,65.0,57.0,45.1,10.2,62.0,1.16,0.16,15.1,2.81,10.89,52.5,51.5
223,Starter,68.0,60.0,54.0,59.4,9.1,82.0,2.12,0.16,18.4,3.1,11.38,55.5,68.5
224,Starter,45.0,51.0,51.0,57.9,8.3,57.0,1.85,0.17,16.8,2.98,11.36,51.5,71.5
225,Role Player,48.0,66.0,64.0,61.0,12.7,60.0,2.1,0.17,19.7,2.88,11.1,61.0,73.5
226,Role Player,45.0,40.0,52.0,55.2,8.5,57.0,1.56,0.18,18.9,3.01,12.19,56.0,64.0
227,Role Player,51.0,49.0,72.0,66.9,15.7,64.0,2.86,0.15,20.8,3.18,13.15,51.5,71.0
228,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.89,10.96,55.0,67.5
229,Role Player,40.0,55.0,39.0,59.3,4.3,53.0,1.8,0.18,17.8,2.89,11.54,57.5,66.5
230,Role Player,57.0,36.0,64.0,56.0,12.7,70.0,1.69,0.18,18.2,3.23,13.0,59.333333333333336,64.66666666666667
231,Role Player,57.0,54.0,45.0,62.0,6.2,70.0,2.58,0.15,19.1,2.98,11.95,60.66666666666666,64.0
232,Role Player,65.0,42.0,65.0,56.8,12.8,79.0,2.1,0.16,17.9,3.055,12.76,50.333333333333336,58.333333333333336
233,Role Player,40.0,59.0,41.0,58.7,5.0,53.0,1.76,0.2,18.0,2.88,11.76,54.66666666666666,63.66666666666666
234,Role Player,38.0,47.0,50.0,64.8,7.9,51.0,2.56,0.18,16.2,3.14,12.61,56.0,65.0
235,Impact Player,57.0,64.0,49.0,54.5,7.8,70.0,1.75,0.17,18.5,2.765,11.65,62.0,58.0
236,Role Player,71.0,39.0,61.0,63.1,11.8,85.0,2.56,0.16,20.5,2.905,11.43,63.333333333333336,64.0
237,Role Player,75.0,41.0,43.0,57.9,5.7,89.0,1.75,0.2,14.0,3.17,12.63,54.0,57.0
238,Starter,37.0,56.0,43.0,50.3,5.6,50.0,1.36,0.19,14.9,2.79,11.19,64.33333333333333,59.333333333333336
239,Starter,51.0,57.0,52.0,62.1,8.5,64.0,2.31,0.17,18.2,2.915,11.57,61.0,61.333333333333336
240,Role Player,33.0,37.0,52.0,57.7,8.6,45.0,2.12,0.17,16.8,2.995,11.76,59.66666666666666,62.0
241,Impact Player,33.0,47.0,43.0,64.5,5.8,45.0,2.57,0.17,17.6,3.14,12.89,60.0,64.33333333333333
242,Impact Player,52.0,46.0,41.0,68.2,5.0,65.0,2.97,0.16,16.6,3.19,12.82,59.0,68.33333333333333
243,Impact Player,41.0,40.0,42.0,62.3,5.2,53.0,2.22,0.17,18.8,2.835,12.4,58.0,66.33333333333333
244,Starter,66.0,59.0,55.0,59.6,9.7,79.0,2.03,0.18,18.6,2.975,11.83,53.333333333333336,63.0
245,Role Player,37.0,60.0,40.0,54.9,4.7,50.0,1.69,0.19,15.9,2.83,11.29,49.0,58.66666666666666
246,Starter,49.0,56.0,45.0,46.6,6.3,62.0,1.15,0.19,12.3,2.835,11.55,57.66666666666666,51.333333333333336
247,Role Player,48.0,62.0,46.0,51.6,6.6,61.0,1.51,0.17,16.0,3.135,12.65,50.5,60.5
248,Role Player,45.0,57.0,43.0,56.6,5.6,57.0,1.65,0.19,17.9,3.16,12.29,54.5,62.5
249,Starter,42.0,55.0,60.0,57.4,11.3,55.0,1.85,0.18,17.8,3.81,15.13,43.0,63.5
250,Impact Player,68.0,64.0,46.0,54.9,6.5,82.0,1.7,0.17,16.4,3.3,12.99,42.5,51.5
251,Starter,41.0,51.0,59.0,64.3,11.1,53.0,2.45,0.17,19.3,3.335,13.21,53.5,69.0
252,Starter,49.0,45.0,55.0,62.1,9.6,61.0,2.3,0.16,18.4,3.235,12.31,66.5,66.5
253,Role Player,56.0,66.0,52.0,54.2,8.7,69.0,1.69,0.17,16.7,3.31,12.71,45.5,54.5
254,Impact Player,35.0,54.0,48.0,47.4,7.4,48.0,1.09,0.21,14.9,3.03,12.2,59.5,64.5
255,Role Player,60.0,66.0,72.0,57.8,15.4,73.0,2.14,0.15,17.4,3.42,13.67,58.5,60.0
256,Impact Player,70.0,38.0,44.0,50.5,6.0,84.0,1.37,0.18,14.9,3.255,12.4,55.0,61.5
257,Starter,52.0,46.0,50.0,59.2,7.9,65.0,1.78,0.18,18.6,3.32,12.52,54.0,62.5
258,Starter,56.0,50.0,44.0,57.7,6.0,69.0,1.94,0.18,16.0,3.4800000000000004,13.78,53.0,62.5
259,Role Player,47.0,61.0,59.0,53.8,10.9,59.0,1.74,0.16,17.2,3.42,12.95,54.0,61.0
260,Starter,68.0,41.0,48.0,53.5,7.4,82.0,1.53,0.18,15.6,3.69,14.35,50.5,61.5
261,Starter,62.0,64.0,43.0,56.5,5.6,75.0,1.65,0.19,16.2,3.1100000000000003,12.4,53.0,61.5
262,Impact Player,57.0,57.0,57.0,55.5,10.4,70.0,1.84,0.16,17.1,3.24,12.93,61.0,61.5
263,Role Player,65.0,51.0,50.0,53.5,8.0,78.0,1.77,0.16,15.3,3.3,13.52,46.0,61.5
264,Starter,52.0,46.0,64.0,61.5,13.9,67.0,2.34,0.16,20.3,3.07,11.45,61.0,70.0
265,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.22,12.43,60.5,62.0
266,Role Player,51.0,51.0,72.0,56.7,16.7,66.0,2.05,0.15,17.2,3.64,13.65,59.5,67.0
267,Impact Player,40.0,33.0,54.0,55.6,9.4,53.0,1.64,0.18,18.5,3.08,11.94,54.0,64.0
268,Starter,64.0,49.0,50.0,55.9,7.8,77.0,1.57,0.19,16.7,3.2,12.01,55.5,66.5
269,Role Player,33.0,43.0,36.0,58.8,3.4,45.0,1.98,0.19,16.2,3.41,12.95,62.5,64.0
270,Impact Player,30.0,62.0,41.0,59.7,6.1,46.0,2.02,0.19,18.0,3.21,12.07,55.0,67.0
271,Role Player,45.0,51.0,44.0,54.2,5.8,57.0,1.62,0.18,16.0,3.39,12.88,57.5,65.0
272,Starter,65.0,58.0,42.0,56.2,5.1,79.0,1.94,0.16,16.8,2.99,11.35,59.5,62.0
273,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.14,11.7,57.5,67.0
274,Impact Player,48.0,49.0,66.0,57.5,13.2,61.0,2.41,0.15,16.9,3.17,11.77,61.75,68.5
275,Starter,58.0,63.0,48.0,60.2,7.4,72.0,2.18,0.18,15.9,3.25,12.32,59.5,69.0
276,Starter,52.0,64.0,36.0,58.5,4.6,66.0,1.9,0.19,16.5,3.45,13.05,62.0,62.0
277,Impact Player,66.0,36.0,64.0,58.1,12.7,80.0,2.01,0.16,18.7,3.2,11.98,61.5,74.0
278,Impact Player,71.0,46.0,56.0,62.0,9.9,84.0,2.47,0.16,19.1,3.33,12.75,51.5,76.0
279,Starter,58.0,65.0,57.0,59.1,10.2,71.0,1.97,0.17,18.5,2.93,11.71,59.0,72.0
280,Starter,44.0,63.0,48.0,62.8,8.7,59.0,2.25,0.17,18.7,3.255,12.61,61.0,66.5
281,Starter,60.0,67.0,46.0,54.5,6.7,73.0,1.54,0.19,16.6,3.12,12.22,54.5,64.5
282,Starter,44.0,67.0,61.0,61.2,11.7,57.0,2.35,0.16,17.8,3.26,12.65,57.5,71.5
283,Starter,54.0,60.0,77.0,63.3,18.0,67.0,2.56,0.15,20.7,3.17,12.79,60.5,75.5
284,Starter,71.0,49.0,48.0,57.3,8.4,85.0,1.81,0.18,17.5,3.02,11.89,53.0,70.0
285,Role Player,43.0,65.0,51.0,52.3,8.3,56.0,1.59,0.16,16.0,3.08,11.71,46.5,61.5
286,Starter,30.0,42.0,50.0,55.4,8.1,43.0,1.68,0.17,17.0,3.27,12.48,54.5,62.5
287,Role Player,45.0,48.0,51.0,57.4,8.1,58.0,1.83,0.18,18.0,3.33,13.17,60.5,65.0
288,Starter,75.0,45.0,50.0,54.7,7.7,88.0,1.56,0.18,16.9,3.12,12.28,53.0,56.5
289,Impact Player,48.0,55.0,40.0,60.5,4.5,61.0,2.0,0.19,17.6,3.475,13.93,58.5,72.5
290,Starter,48.0,59.0,42.0,54.5,5.4,61.0,1.61,0.18,16.9,2.74,11.28,61.0,70.0
291,Starter,54.0,50.0,66.0,59.5,13.2,67.0,2.21,0.16,20.0,3.06,11.425,62.16666666666666,70.33333333333333
292,Role Player,67.0,63.0,67.0,52.6,13.4,80.0,1.79,0.15,17.5,2.975,11.735,61.16666666666666,63.0
293,Starter,63.0,59.0,49.0,57.0,7.5,76.0,1.79,0.18,16.0,3.605,14.245,61.66666666666666,64.33333333333333
294,Role Player,59.0,51.0,73.0,55.5,15.8,73.0,2.12,0.14,17.6,3.1100000000000003,11.67,58.66666666666666,64.0
295,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.035,11.59,58.66666666666666,59.0
296,Role Player,50.0,57.0,55.0,56.2,9.5,63.0,1.88,0.16,14.8,3.475,13.865,56.0,65.33333333333333
297,Starter,50.0,44.0,59.0,55.3,10.8,63.0,1.79,0.17,17.2,2.92,11.6,61.16666666666666,62.66666666666666
298,Starter,44.0,45.0,48.0,59.7,7.2,56.0,1.71,0.18,18.7,2.99,12.01,52.333333333333336,68.66666666666667
299,Role Player,63.0,64.0,52.0,52.5,8.5,76.0,1.68,0.17,18.3,3.15,12.33,51.333333333333336,64.0
300,Starter,61.0,56.0,65.0,57.2,13.1,74.0,1.64,0.17,20.0,3.095,12.0,60.0,59.66666666666666
301,Impact Player,48.0,47.0,48.0,50.6,7.2,61.0,1.13,0.19,15.9,3.49,13.65,52.0,59.0
302,Impact Player,60.0,54.0,68.0,58.2,14.0,73.0,2.16,0.16,20.8,3.13,12.13,57.0,62.333333333333336
303,Role Player,65.0,44.0,62.0,56.3,12.1,78.0,2.1,0.15,16.7,3.46,14.26,51.66666666666666,59.333333333333336
304,Impact Player,69.0,49.0,47.0,56.8,7.0,83.0,1.91,0.17,16.6,3.18,12.69,50.0,61.333333333333336
305,Starter,42.0,65.0,63.0,59.1,12.3,54.0,1.71,0.17,19.8,3.26,13.58,53.0,64.0
306,Impact Player,58.0,60.0,42.0,58.8,5.1,71.0,2.2,0.16,17.7,3.35,13.63,50.333333333333336,67.33333333333333
307,Starter,58.0,56.0,60.0,47.7,11.4,71.0,1.2,0.16,16.9,3.31,13.58,54.66666666666666,58.0
308,Impact Player,70.0,51.0,57.0,54.9,10.4,83.0,1.83,0.17,18.5,3.05,11.91,51.0,60.66666666666666
309,Impact Player,42.0,45.0,61.0,50.8,11.6,55.0,1.17,0.19,18.1,3.33,12.84,48.0,65.0
310,Starter,49.0,48.0,77.0,56.9,18.1,62.0,1.82,0.15,18.5,3.13,13.0,54.333333333333336,67.66666666666667
311,Role Player,50.0,62.0,48.0,55.2,7.5,63.0,1.51,0.17,15.5,3.25,13.09,40.333333333333336,54.66666666666666
312,Starter,40.0,53.0,52.0,53.3,8.8,52.0,1.36,0.18,18.3,3.29,13.08,46.0,64.66666666666667
313,Starter,53.0,45.0,55.0,61.0,9.5,66.0,2.23,0.17,17.6,3.75,15.88,48.0,64.66666666666667
314,Role Player,41.0,47.0,59.0,60.7,10.8,54.0,2.02,0.18,18.2,3.28,13.03,55.0,64.5
315,Role Player,45.0,52.0,54.0,63.3,9.3,58.0,2.3,0.16,19.7,3.21,12.92,55.5,69.5
316,Impact Player,37.0,48.0,51.0,65.4,8.3,49.0,2.33,0.18,18.4,3.23,13.07,58.5,65.0
317,Starter,69.0,44.0,74.0,65.4,16.1,83.0,2.72,0.16,20.1,2.91,12.07,59.333333333333336,69.5
318,Starter,55.0,62.0,75.0,67.1,16.8,68.0,2.86,0.15,18.6,3.13,12.79,60.5,75.0
319,Role Player,67.0,59.0,58.0,59.6,10.5,80.0,1.85,0.18,16.7,3.13,11.96,54.0,65.5
320,Role Player,45.0,55.0,45.0,68.7,6.4,57.0,2.59,0.17,19.0,3.31,12.91,54.0,68.0
321,Starter,42.0,65.0,75.0,65.5,16.9,55.0,2.73,0.15,21.0,2.85,11.6,65.5,71.5
322,Starter,46.0,51.0,57.0,64.5,10.4,59.0,2.19,0.18,21.2,3.08,11.6,57.5,72.0
323,Impact Player,57.0,63.0,60.0,64.2,11.2,70.0,2.34,0.17,17.7,3.46,13.25,57.5,71.5
324,Role Player,50.0,49.0,54.0,67.1,9.2,63.0,2.31,0.18,18.5,3.06,12.86,55.5,67.0
325,Starter,45.0,49.0,59.0,66.8,10.9,57.0,2.41,0.17,19.0,3.32,13.21,54.5,71.0
326,Role Player,62.0,44.0,40.0,57.5,4.5,76.0,1.53,0.2,15.3,3.48,13.65,58.5,69.5
327,Starter,49.0,55.0,45.0,60.6,6.3,62.0,1.81,0.19,16.9,2.96,11.89,63.0,65.5
328,Role Player,78.0,46.0,66.0,55.2,13.2,91.0,1.76,0.16,16.6,3.21,12.49,58.5,61.0
329,Starter,58.0,50.0,47.0,63.0,6.8,71.0,1.99,0.19,18.4,2.92,11.15,63.0,67.0
330,Impact Player,25.0,42.0,51.0,65.6,8.2,36.0,2.36,0.18,20.0,3.16,12.54,56.0,63.5
331,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.2,12.48,60.0,60.0
332,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.54,14.34,53.66666666666666,60.333333333333336
333,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.085,12.58,54.0,49.66666666666666
334,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.14,12.47,47.66666666666666,56.0
335,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.26,12.53,53.333333333333336,53.333333333333336
336,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.135,12.46,50.66666666666666,49.0
337,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.31,13.22,57.333333333333336,55.0
338,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.165,11.95,65.33333333333333,61.66666666666666
339,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.29,13.13,57.0,61.66666666666666
340,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.1950000000000003,13.28,54.5,58.66666666666666
341,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.055,12.32,57.66666666666666,57.66666666666666
342,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.2,12.81,57.0,60.333333333333336
343,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.355,13.64,47.5,54.0
344,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.305,13.35,50.5,48.66666666666666
345,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.42,14.61,48.0,64.0
346,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.255,12.76,55.333333333333336,60.66666666666666
347,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.265,13.02,56.0,62.333333333333336
348,Impact Player,32.0,61.0,56.0,57.0,9.8,44.0,2.0,0.17,16.9,3.19,12.35,54.66666666666666,68.66666666666667
349,Impact Player,45.0,52.0,62.0,64.6,12.0,58.0,2.8,0.15,17.5,2.84,11.7,59.66666666666666,69.0
350,Impact Player,52.0,51.0,57.0,59.1,10.4,65.0,2.12,0.16,16.6,2.94,11.63,53.333333333333336,62.66666666666666
351,Role Player,40.0,47.0,45.0,53.9,6.1,52.0,1.5,0.19,14.1,3.21,12.72,57.333333333333336,57.0
352,Impact Player,46.0,48.0,76.0,56.1,17.7,59.0,1.96,0.16,19.0,3.23,12.92,53.66666666666666,69.0
353,Role Player,37.0,46.0,61.0,59.8,11.7,49.0,2.27,0.16,17.4,3.07,12.58,58.333333333333336,69.0
354,Role Player,58.0,38.0,76.0,65.2,17.8,71.0,2.74,0.15,18.6,2.97,11.81,55.66666666666666,76.33333333333333
355,Starter,52.0,49.0,78.0,58.4,21.2,64.0,2.24,0.15,20.1,3.13,12.2,62.333333333333336,61.66666666666666
356,Impact Player,43.0,42.0,40.0,61.4,4.6,56.0,1.88,0.2,17.3,2.71,10.98,60.0,68.33333333333333
357,Starter,49.0,43.0,50.0,58.1,7.8,62.0,1.87,0.18,16.6,3.05,12.01,63.333333333333336,71.0
358,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.01,11.44,62.0,79.66666666666667
359,Starter,60.0,57.0,71.0,58.7,15.7,73.0,2.22,0.15,18.6,3.1,11.95,56.333333333333336,66.33333333333333
360,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.99,12.29,53.333333333333336,61.333333333333336
361,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.97,12.13,56.333333333333336,68.66666666666667
362,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.08,12.15,61.0,68.0
363,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.02,11.89,59.0,62.333333333333336
364,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.41,12.87,53.333333333333336,64.33333333333333
365,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.52,12.92,61.16666666666666,62.333333333333336
366,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.29,13.14,54.66666666666666,63.66666666666666
367,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.47,13.72,56.333333333333336,63.66666666666666
368,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.37,13.13,59.0,66.66666666666667
369,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.25,12.78,60.5,65.0
370,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.87,11.1,54.66666666666666,61.333333333333336
371,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.44,13.63,55.0,65.66666666666667
372,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.12,12.11,56.333333333333336,57.333333333333336
373,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.17,12.58,58.5,61.0
374,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.19,12.15,53.333333333333336,63.0
375,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.33,13.19,57.5,61.66666666666666
376,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.29,12.92,55.333333333333336,62.0
377,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.52,13.65,50.16666666666666,55.66666666666666
378,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.01,11.93,53.833333333333336,57.66666666666666
379,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.92,11.57,67.0,63.333333333333336
380,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.0,11.76,63.5,70.0
381,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.25,12.51,62.0,62.333333333333336
382,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.17,11.96,48.66666666666666,61.333333333333336
383,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.09,11.94,60.66666666666666,62.66666666666666
384,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.93,11.88,61.333333333333336,65.66666666666667
385,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.04,12.11,60.66666666666666,66.33333333333333
386,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.1,11.93,53.16666666666666,66.66666666666667
387,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.07,12.67,58.333333333333336,65.0
388,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.92,11.55,63.66666666666666,66.33333333333333
389,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.07,11.66,60.66666666666666,56.333333333333336
390,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.94,11.32,55.5,67.66666666666667
391,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.09,12.81,49.833333333333336,70.0
392,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.02,12.14,55.0,67.33333333333333
393,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.16,12.41,61.66666666666666,68.0
394,Impact Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.92,11.94,61.833333333333336,70.66666666666667
395,Role Player,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.32,13.45,57.66666666666666,65.33333333333333
396,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,3.27,13.24,56.66666666666666,60.333333333333336
397,Starter,52.86046511627907,52.895348837209305,55.02325581395349,57.60319767441862,9.968313953488371,66.09883720930233,1.9597965116279068,0.16930232558139532,17.55058139534884,2.9,11.85,57.5,64.0
