,CSE_PlayerID,CSE_EventID,Bucket,Date,CollegeDivision,CollegePlayerType,Obj_FootSpeed_H11,Obj_FootSpeed_H12,Obj_FootSpeed_HH1,Obj_FootSpeed_HH2,Obj_ArmVelo_Throw1,Obj_ArmVelo_Throw2,Obj_ArmVelo_Throw3,Obj_ArmVelo_Throw4,Obj_ArmVelo_Throw5,Obj_ArmVelo_Throw6,Obj_PopTime_Throw1,Obj_PopTime_Throw2,Obj_PopTime_Throw3,Obj_PopTime_Throw4,Obj_ExitVelo_Swing1,Obj_ExitVelo_Swing2,Obj_ExitVelo_Swing3,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo,notEmpty
1693,4341,855,3,9/28/2021,NAIA,Impact Player,3.03,2.98,11.84,,53,52,54,,,,,,,,60,60,59,73,56,53,53.1,9,87,1.76,0.16,18.5,3.005,11.84,53,59.66666667,4
1694,4342,855,3,9/28/2021,NAIA,Impact Player,3.15,2.97,12.46,,54,55,55,,,,,,,,55,55,49,42,39,57,55.9,10.1,54,1.79,0.17,20,3.06,12.46,54.66666667,53,4
1698,4346,855,3,9/28/2021,NAIA,Role Player,3.41,3.3,13.83,,45,47,48,,,,,,,,52,55,61,66,50,54,50.4,9.1,80,1.31,0.19,13.9,3.355,13.83,46.66666667,56,4
1699,4347,855,3,9/28/2021,NAIA,Role Player,3.31,3.29,13.66,,44,44,43,,,,,,,,58,53,55,72,46,67,51.8,13.7,86,1.71,0.15,19.3,3.3,13.66,43.66666667,55.33333333,4
1700,4348,855,3,9/28/2021,NAIA,Starter,2.73,2.79,11.15,,47,40,37,,,,,,,,62,62,64,55,66,74,60.3,17,68,2.66,0.14,20.5,2.76,11.15,41.33333333,62.66666667,4
1702,4350,855,3,9/28/2021,NAIA,Starter,3.21,3.2,13.25,,54,54,54,,,,,,,,69,64,60,38,53,73,61.7,15.8,50,2.36,0.17,18.4,3.205,13.25,54,64.33333333,4
1704,4352,855,3,9/28/2021,NAIA,Starter,3.06,2.98,12.45,,53,55,54,,,,,,,,51,55,61,63,54,66,57.2,13.3,77,2.04,0.16,18.7,3.02,12.45,54,55.66666667,4
1705,4353,855,3,9/28/2021,NAIA,Starter,3.11,3,12.74,,60,60,62,,,,,,,,60,59,63,72,44,63,60.5,12.3,85,2.29,0.16,20.7,3.055,12.74,60.66666667,60.66666667,4
1706,4354,855,3,9/28/2021,NAIA,Role Player,3.46,3.32,14.05,,51,51,53,,,,,,,,62,62,67,57,58,72,55.2,15.6,70,1.98,0.16,20.2,3.39,14.05,51.66666667,63.66666667,4
1707,4355,855,3,9/28/2021,NAIA,Impact Player,3.4,3.52,14.8,,48,50,49,,,,,,,,67,60,60,66,66,59,56.2,11,79,1.94,0.16,17.3,3.46,14.8,49,62.33333333,4
1708,4356,855,3,9/28/2021,NAIA,Impact Player,3.37,3.21,13.96,,54,53,54,,,,,1.94,2.19,2.13,63,62,61,58,50,45,55,6.4,71,1.81,0.17,15.2,3.29,13.96,53.66666667,62,5
1709,4357,855,3,9/28/2021,NAIA,Role Player,3.42,3.42,14.76,,45,45,54,,,,2.12,1.9,2.16,1.91,61,61,64,55,44,53,55.6,8.9,67,1.79,0.17,17.3,3.42,14.76,48,62,5
1710,4358,855,3,9/28/2021,NAIA,Role Player,3.38,3.35,13.68,,44,44,44,,,,,,,,66,65,69,41,44,45,58.7,6.4,54,1.89,0.18,16.9,3.365,13.68,44,66.66666667,4
1711,4955,856,3,10/19/2021,NAIA,Starter,3.42,,13.7,,49,52,49,,,,,,,,57,59,54,66,43,43,52.5,5.5,80,1.44,0.2,18.1,3.42,13.7,50,56.66666667,4
1712,4956,856,3,10/19/2021,NAIA,Starter,3.14,,12.33,,60,61,60,,,,,,,,60,59,60,59,63,39,52.4,4.3,72,1.25,0.21,15.3,3.14,12.33,60.33333333,59.66666667,4
1713,4957,856,3,10/19/2021,NAIA,Starter,3.27,,12.61,,53,51,47,,,,,,,,59,58,51,56,51,57,58.9,10.2,69,2.03,0.17,20.3,3.27,12.61,50.33333333,56,4
1714,4958,856,3,10/19/2021,NAIA,Starter,3.23,,13.22,,52,52,48,,,,,,,,67,63,60,59,47,66,60.6,13.1,72,2.32,0.16,19.3,3.23,13.22,50.66666667,63.33333333,4
1716,4960,856,3,10/19/2021,NAIA,Impact Player,3.2,,12.43,,49,53,52,,,,1.8,1.92,1.8,2.03,64,62,58,51,55,38,63.4,4,63,2.36,0.17,18.9,3.2,12.43,51.33333333,61.33333333,5
1717,4961,856,3,10/19/2021,NAIA,Starter,3.47,,13.4,,48,55,50,,,,1.94,1.84,1.85,1.75,68,68,50,66,58,78,59.5,18.8,79,2.47,0.15,20.5,3.47,13.4,51,62,5
1719,4963,856,3,10/19/2021,NAIA,Starter,3.54,,13.55,,49,48,43,,,,,,,,65,62,62,44,55,50,58.5,7.8,57,1.85,0.19,17.5,3.54,13.55,46.66666667,63,4
1720,4964,856,3,10/19/2021,NAIA,Role Player,3.57,,13.57,,45,45,48,,,,,,,,62,70,62,63,51,54,60.4,9.2,76,2.12,0.18,19,3.57,13.57,46,64.66666667,4
1721,4965,856,3,10/19/2021,NAIA,Starter,3.03,,12.24,,49,49,51,,,,,,,,66,69,68,68,54,79,60.8,18.8,81,2.54,0.15,19,3.03,12.24,49.66666667,67.66666667,4
1723,4967,856,3,10/19/2021,NAIA,Role Player,2.92,,11.74,,59,58,58,,,,,,,,60,59,59,62,70,43,55.9,5.4,76,1.64,0.19,17.9,2.92,11.74,58.33333333,59.33333333,4
1724,4968,856,3,10/19/2021,NAIA,Starter,3.12,,12.81,,52,54,55,,,,,,,,70,73,72,68,45,62,64.1,11.9,81,2.6,0.15,19.6,3.12,12.81,53.66666667,71.66666667,4
1725,4969,856,3,10/19/2021,NAIA,Starter,2.9,,12.2,,49,54,57,,,,,,,,50,55,55,63,42,39,58.4,4.3,77,1.87,0.18,17.3,2.9,12.2,53.33333333,53.33333333,4
1727,4971,856,3,10/19/2021,NAIA,Role Player,3.3,,13.1,,62,65,63,,,,,,,,66,71,64,53,41,45,58,6.1,66,1.81,0.19,17.7,3.3,13.1,63.33333333,67,4
1728,4972,856,3,10/19/2021,NAIA,Starter,3.21,,13.26,,56,56,56,,,,,,,,42,56,58,58,68,45,52.7,6.1,71,1.43,0.19,15.8,3.21,13.26,56,52,4
1729,4973,856,3,10/19/2021,NAIA,Role Player,3.22,,12.36,,55,55,55,,,,,,,,65,60,66,71,42,61,57,11.5,85,1.84,0.17,17.2,3.22,12.36,55,63.66666667,4
1730,4974,856,3,10/19/2021,NAIA,Impact Player,3.12,,12.19,,57,59,58,,,,,,,,59,57,56,72,57,42,54.2,5.3,86,1.77,0.17,15.7,3.12,12.19,58,57.33333333,4
1731,4975,856,3,10/19/2021,NAIA,Role Player,3.49,,14.38,,48,45,48,,,,,,,,61,57,60,62,62,61,54.4,11.7,76,1.73,0.17,18.9,3.49,14.38,47,59.33333333,4
1734,4167,858,3,9/27/2021,JUCO 1,Starter,3.34,,12.99,,63,63,,,,,,,,,67,64,,61,55,76,64.1,18.5,76,2.56,0.15,19.9,3.34,12.99,63,65.5,4
1735,4168,858,3,9/27/2021,JUCO 1,Starter,3.3,,12.91,,53,53,,,,,,,,,68,67,,46,47,54,54.7,10.6,62,1.69,0.17,18.6,3.3,12.91,53,67.5,4
1737,4170,858,3,9/27/2021,JUCO 1,Role Player,3.18,,12.53,,53,53,,,,,,,,,64,65,,62,39,58,58.2,10.5,75,2.26,0.15,18.9,3.18,12.53,53,64.5,4
1738,4171,858,3,9/27/2021,JUCO 1,Starter,3.26,,12.93,,52,52,,,,,,,,,64,66,,40,61,57,53.9,10.4,52,1.66,0.17,17.7,3.26,12.93,52,65,4
1739,4172,858,3,9/27/2021,JUCO 1,Impact Player,3.27,,12.77,,58,58,,,,,,2.16,,,64,64,,,,,,,,,,,3.27,12.77,58,64,5
1740,4173,858,3,9/27/2021,JUCO 1,Starter,3.02,,11.94,,59,59,,,,,,,,,69,70,,70,64,55,65.2,9.5,84,2.41,0.17,21.6,3.02,11.94,59,69.5,4
1742,4175,858,3,9/27/2021,JUCO 1,Role Player,3.24,,12.66,,65,65,,,,,,,,,64,65,,53,56,51,59.3,8.3,66,1.92,0.18,16.1,3.24,12.66,65,64.5,4
1743,4176,858,3,9/27/2021,JUCO 1,Role Player,3.5,,13.86,,47,47,,,,,2.35,2.37,,,58,58,,72,61,52,57.2,8.8,86,1.83,0.18,16.2,3.5,13.86,47,58,5
1744,4177,858,3,9/27/2021,JUCO 1,Role Player,3.32,,13.06,,55,55,,,,,,,,,59,58,,61,37,48,54.6,7.2,74,1.77,0.17,18.5,3.32,13.06,55,58.5,4
1745,4178,858,3,9/27/2021,JUCO 1,Role Player,3.59,,13.86,,48,48,,,,,2.22,2.15,,,67,66,,37,53,62,62.2,12.1,49,2.08,0.17,17.8,3.59,13.86,48,66.5,5
1746,4179,858,3,9/27/2021,JUCO 1,Impact Player,3.02,,12,,54,54,,,,,,,,,64,61,,58,33,76,53.1,21.7,73,2.04,0.14,20.2,3.02,12,54,62.5,4
1749,4182,858,3,9/27/2021,JUCO 1,Impact Player,2.92,,11.89,,46,46,,,,,,,,,54,53,,46,60,49,48.9,7.7,58,1.4,0.17,16,2.92,11.89,46,53.5,4
1750,4183,858,3,9/27/2021,JUCO 1,Role Player,3.71,,14.66,,48,48,,,,,2.37,2.34,,,59,59,,63,72,55,54.2,10.9,77,1.62,0.17,15.8,3.71,14.66,48,59,5
1752,4185,858,3,9/27/2021,JUCO 1,Role Player,3.23,,12.9,,46,46,,,,,,,,,54,54,,79,47,43,45.7,7,94,1.38,0.14,11.5,3.23,12.9,46,54,4
1753,4186,858,3,9/27/2021,JUCO 1,Starter,3.07,,11.93,,63,,,,,,,,,,69,68,,35,58,54,62.4,10.5,50,2.11,0.17,18.3,3.07,11.93,63,68.5,4
1754,4187,858,3,9/27/2021,JUCO 1,Impact Player,3.34,,12.99,,53,53,,,,,,,,,68,65,,51,62,53,57.5,9,64,1.81,0.18,16.8,3.34,12.99,53,66.5,4
1950,5048,869,3,10/22/2021,NAIA,Impact Player,3.08,,12.49,,59,61,60,,,,,,,,67,65,67,50,64,67,64.3,13.5,63,2.59,0.16,19.1,3.08,12.49,60,66.33333333,4
1951,5049,869,3,10/22/2021,NAIA,Starter,3.12,,12.75,,63,61,60,,,,,,,,63,62,62,47,55,50,57.2,8,59,1.79,0.19,18.1,3.12,12.75,61.33333333,62.33333333,4
1953,5051,869,3,10/22/2021,NAIA,Impact Player,3.15,,12.96,,66,66,67,,,,1.85,1.94,1.78,1.69,64,67,71,60,65,60,62.1,11.4,73,2.4,0.16,18.6,3.15,12.96,66.33333333,67.33333333,5
1954,5052,869,3,10/22/2021,NAIA,Impact Player,2.92,,11.73,,66,68,70,,,,,,,,72,72,74,34,43,52,62.8,8.6,46,2.34,0.17,17.3,2.92,11.73,68,72.66666667,4
1955,5053,869,3,10/22/2021,NAIA,Role Player,3.77,,15.09,,52,49,52,,,,,,,,62,66,55,46,68,66,58.9,13.3,59,2.21,0.15,17.5,3.77,15.09,51,61,4
1956,5054,869,3,10/22/2021,NAIA,Starter,2.94,,12.32,,57,58,60,,,,,,,,60,63,69,40,56,77,61.2,18.7,52,2.56,0.15,18.4,2.94,12.32,58.33333333,64,4
1957,5055,869,3,10/22/2021,NAIA,Role Player,2.97,,12.44,,56,54,57,,,,,,,,64,64,63,53,56,79,57.4,21.8,66,2,0.16,17.2,2.97,12.44,55.66666667,63.66666667,4
1958,5056,869,3,10/22/2021,NAIA,Role Player,2.83,,11.48,,50,51,50,,,,,,,,68,64,61,60,47,44,58.9,6,74,1.97,0.17,15.6,2.83,11.48,50.33333333,64.33333333,4
1959,5057,869,3,10/22/2021,NAIA,Starter,2.85,,11.8,,60,60,59,,,,,,,,65,65,66,50,38,63,57.2,12.2,63,1.94,0.17,18.9,2.85,11.8,59.66666667,65.33333333,4
1960,5058,869,3,10/22/2021,NAIA,Role Player,3.11,,12.63,,54,53,54,,,,2.2,1.89,2.16,2.16,61,64,62,54,68,52,58.9,8.5,67,1.86,0.18,17.3,3.11,12.63,53.66666667,62.33333333,5
1961,5059,869,3,10/22/2021,NAIA,Starter,3.07,,11.77,,61,63,66,,,,,,,,67,68,68,39,60,55,59.6,9.6,51,2.04,0.17,19.1,3.07,11.77,63.33333333,67.66666667,4
1963,5061,869,3,10/22/2021,NAIA,Role Player,2.82,,11.29,,50,57,55,,,,,,,,53,63,66,77,65,61,57.9,11.7,91,2.15,0.15,20.4,2.82,11.29,54,60.66666667,4
1965,5063,869,3,10/22/2021,NAIA,Role Player,3.25,,12.14,,57,57,56,,,,,,,,59,56,62,49,59,56,53.6,10,61,1.75,0.16,17.1,3.25,12.14,56.66666667,59,4
1966,5064,869,3,10/22/2021,NAIA,Role Player,2.92,,11.76,,55,57,57,,,,1.84,1.82,1.78,1.87,62,59,62,62,63,71,50.8,14.8,76,1.58,0.16,19.2,2.92,11.76,56.33333333,61,5
1967,5065,869,3,10/22/2021,NAIA,Role Player,3.02,,12.58,,54,52,51,,,,,,,,64,65,68,61,43,64,58,12.8,75,1.94,0.17,15.9,3.02,12.58,52.33333333,65.66666667,4
1968,5066,869,3,10/22/2021,NAIA,Starter,2.92,,12.3,,59,58,57,,,,,,,,58,58,55,76,58,55,53.8,9.5,90,1.67,0.17,14.3,2.92,12.3,58,57,4
1969,5067,869,3,10/22/2021,NAIA,Starter,2.87,,11.8,,62,62,61,,,,1.97,1.84,1.88,1.88,67,67,52,72,42,72,58,15.6,85,2.21,0.15,20.3,2.87,11.8,61.66666667,62,5
1971,5069,869,3,10/22/2021,NAIA,Role Player,3.48,,13.98,,54,55,56,,,,,,,,67,68,71,38,48,53,64.5,9,51,2.34,0.18,17.2,3.48,13.98,55,68.66666667,4
1972,5070,869,3,10/22/2021,NAIA,Role Player,2.89,,11.55,,59,55,57,,,,,,,,68,65,70,54,34,64,58.6,12.8,68,2.02,0.17,18.2,2.89,11.55,57,67.66666667,4
2241,5469,895,3,11/9/2021,Division 2,Starter,2.96,3.05,12.09,12.1,50,50,50,52,51,50,2.07,2.11,2.12,2.14,65,64,67,52,45,63,53.5,12.4,66,1.74,0.16,17.6,3.005,12.095,50.5,65.33333333,5
2242,5470,895,3,11/9/2021,Division 2,Starter,2.99,3.03,12.04,12,57,55,57,56,57,56,1.85,1.8,1.99,1.88,69,70,69,68,45,45,56.2,6.3,81,1.61,0.18,17.1,3.01,12.02,56.33333333,69.33333333,5
2244,5472,895,3,11/9/2021,Division 2,Starter,2.95,2.98,12.35,12.38,58,51,54,55,52,54,,,,,66,65,66,50,54,53,57.8,8.8,63,1.89,0.17,17.8,2.965,12.365,54,65.66666667,4
2245,5473,895,3,11/9/2021,Division 2,Role Player,3.16,3.22,12.77,12.88,52,54,53,55,52,53,,,,,64,62,58,53,54,54,59.9,9.3,66,2.06,0.17,18,3.19,12.825,53.16666667,61.33333333,4
2246,5474,895,3,11/9/2021,Division 2,Impact Player,3.03,2.98,12.07,12.12,55,52,54,53,55,56,,,,,63,60,59,64,56,41,59.4,5,77,1.96,0.18,16.8,3.005,12.095,54.16666667,60.66666667,4
2247,5475,895,3,11/9/2021,Division 2,Starter,3.11,3.09,13.01,13.1,42,41,43,41,44,44,,,,,62,61,61,42,53,40,64.2,4.5,55,2.26,0.17,18.3,3.1,13.055,42.5,61.33333333,4
2250,5478,895,3,11/9/2021,Division 2,Starter,3.45,3.36,13.9,13.66,61,58,59,57,58,60,,,,,59,60,59,64,64,38,63.2,3.8,78,2.05,0.19,19.1,3.405,13.78,58.83333333,59.33333333,4
2253,5481,895,3,11/9/2021,Division 2,Impact Player,2.88,2.9,12.11,12.03,56,55,54,55,54,56,,,,,62,62,59,57,53,50,59.5,8.1,70,2.1,0.16,17.6,2.89,12.07,55,61,4
2254,5482,895,3,11/9/2021,Division 2,Role Player,3.3,3.46,14.21,14.44,53,54,53,52,55,54,,,,,62,64,61,50,44,54,59.9,9.3,62,2.04,0.17,17.9,3.38,14.325,53.5,62.33333333,4
2255,5483,895,3,11/9/2021,Division 2,Impact Player,3.06,3,12.53,12.62,62,63,57,58,60,59,,,,,62,61,60,59,64,45,60.3,6.4,73,2.05,0.18,19.4,3.03,12.575,59.83333333,61,4
2257,5485,895,3,11/9/2021,Division 2,Starter,2.91,2.91,11.83,11.99,59,61,58,60,59,59,,,,,65,63,63,41,58,50,66.5,7.9,53,2.88,0.15,17.1,2.91,11.91,59.33333333,63.66666667,4
2258,5486,895,3,11/9/2021,Division 2,Starter,2.95,2.96,11.7,11.88,44,44,45,46,45,47,,,,,60,58,59,54,64,37,57.8,3.6,67,1.76,0.19,17.6,2.955,11.79,45.16666667,59,4
2259,5487,895,3,11/9/2021,Division 2,Role Player,2.95,3.01,13.35,13.28,50,53,52,54,53,54,,,,,67,64,65,48,52,56,59.2,9.9,61,2.11,0.16,20,2.98,13.315,52.66666667,65.33333333,4
2261,5489,895,3,11/9/2021,Division 2,Starter,3.02,3.18,13.33,13.35,51,57,56,55,54,56,,,,,67,65,66,61,45,61,64.6,11.5,74,2.65,0.15,18,3.1,13.34,54.83333333,66,4
2304,5330,901,3,11/2/2021,NAIA,Role Player,3.37,3.36,12.43,,58,60,,,,,,,,,67,68,,47,59,49,55.8,7.5,60,1.74,0.18,17.1,3.365,12.43,59,67.5,4
2305,5331,901,3,11/2/2021,NAIA,Role Player,3.28,3.26,13.06,,57,55,,,,,,,,,65,66,,59,57,65,53.8,13.1,72,1.8,0.16,17.2,3.27,13.06,56,65.5,4
2307,5333,901,3,11/2/2021,NAIA,Role Player,3.12,3.15,12.33,,61,62,,,,,,,,,59,63,,35,48,37,50.7,3.5,47,1.2,0.21,16.1,3.135,12.33,61.5,61,4
2311,5337,901,3,11/2/2021,NAIA,Role Player,3.04,3.01,11.91,,53,56,,,,,,,,,61,64,,66,65,44,53.2,5.8,80,1.48,0.19,15,3.025,11.91,54.5,62.5,4
2312,5338,901,3,11/2/2021,NAIA,Role Player,3.26,3.27,13.07,,,58,,,,,,,,,61,68,,59,68,44,51.1,6,72,1.46,0.18,15.8,3.265,13.07,58,64.5,4
2313,5339,901,3,11/2/2021,NAIA,Role Player,3.06,3.01,12.07,,52,49,,,,,,,,,67,68,,38,38,45,54.2,6.1,50,1.67,0.17,16.2,3.035,12.07,50.5,67.5,4
2314,5340,901,3,11/2/2021,NAIA,Role Player,2.83,2.87,11.13,,64,61,,,,,,,,,63,71,,66,66,46,53.9,6.6,80,1.55,0.18,17.8,2.85,11.13,62.5,67,4
2315,5341,901,3,11/2/2021,NAIA,Role Player,3.42,3.4,13.93,,54,55,,,,,,,,,70,69,,46,40,70,54.4,14.9,59,1.64,0.18,19,3.41,13.93,54.5,69.5,4
2316,5342,901,3,11/2/2021,NAIA,Role Player,3.03,3.07,12.17,,57,58,,,,,,,,,70,70,,59,60,54,54.5,9.2,72,1.7,0.17,18,3.05,12.17,57.5,70,4
2317,5343,901,3,11/2/2021,NAIA,Role Player,3.03,2.97,11.88,,58,60,,,,,,,,,72,70,,70,44,57,57.3,10.4,84,2.12,0.16,17.4,3,11.88,59,71,4
2319,5345,901,3,11/2/2021,NAIA,Impact Player,3.07,3.04,11.76,,62,63,,,,,,,,,76,78,,62,66,80,61.3,21,75,2.68,0.13,20,3.055,11.76,62.5,77,4
2320,5346,901,3,11/2/2021,NAIA,Role Player,2.92,2.88,11.51,,57,55,,,,,,,,,62,69,,48,70,77,58.1,18.2,61,1.9,0.17,21.4,2.9,11.51,56,65.5,4
2322,5348,901,3,11/2/2021,NAIA,Impact Player,2.86,2.84,11.4,,57,58,,,,,,,,,71,74,,68,69,70,57.1,14.7,82,2.14,0.15,19,2.85,11.4,57.5,72.5,4
2328,5354,901,3,11/2/2021,NAIA,Role Player,3.27,3.13,12.22,,52,51,,,,,,,,,69,70,,55,56,50,56.7,8.1,68,1.87,0.17,17.1,3.2,12.22,51.5,69.5,4
2385,5834,904,3,11/19/2021,Division 2,Impact Player,2.85,,11.43,,57,59,,,,,,,,,69,67,,60,28,42,57,5.1,74,1.9,0.17,17.7,2.85,11.43,58,68,4
2386,5835,904,3,11/19/2021,Division 2,Role Player,3.13,,12.64,,59,60,,,,,,,,,64,67,,66,67,58,56.8,10.7,80,1.85,0.17,19.7,3.13,12.64,59.5,65.5,4
2387,5836,904,3,11/19/2021,Division 2,Starter,3.06,,12.21,,50,51,,,,,,,,,74,71,,62,62,79,58.9,19.5,75,2.23,0.15,22.6,3.06,12.21,50.5,72.5,4
2388,5837,904,3,11/19/2021,Division 2,Role Player,3.23,,12.77,,49,51,,,,,,,,,67,62,,61,55,59,60.4,10.9,74,2.06,0.17,18.6,3.23,12.77,50,64.5,4
2389,5838,904,3,11/19/2021,Division 2,Role Player,3.22,,12.57,,50,49,,,,,,,,,63,60,,68,71,53,54.8,9.1,82,1.69,0.17,17.1,3.22,12.57,49.5,61.5,4
2390,5839,904,3,11/19/2021,Division 2,Starter,3.59,,13.71,,54,55,,,,,2.18,1.94,,,67,68,,43,55,51,54.7,8.4,56,1.65,0.19,15.3,3.59,13.71,54.5,67.5,5
2391,9663,904,3,11/19/2021,Division 2,Starter,3.22,,12.59,,59,60,,,,,,,,,69,71,,,,,,,,,,,3.22,12.59,59.5,70,4
2392,5841,904,3,11/19/2021,Division 2,Impact Player,3.19,,12.24,,54,56,47,49,,,,,,,67,68,,48,57,56,60.3,10.1,61,2.09,0.18,19.7,3.19,12.24,51.5,67.5,4
2393,5842,904,3,11/19/2021,Division 2,Starter,3.28,,12.93,,54,56,,,,,,,,,71,70,,48,63,70,63.8,14.6,61,2.79,0.16,21.2,3.28,12.93,55,70.5,4
2395,5844,904,3,11/19/2021,Division 2,Role Player,3.31,,12.75,,52,51,,,,,,,,,62,68,,66,59,50,58.4,8.1,79,1.9,0.18,16,3.31,12.75,51.5,65,4
2398,5847,904,3,11/19/2021,Division 2,Role Player,3.19,,12.32,,56,51,,,,,1.85,1.81,,,62,63,,76,63,63,56.5,12.1,89,1.91,0.16,18.5,3.19,12.32,53.5,62.5,5
2400,5849,904,3,11/19/2021,Division 2,Impact Player,3.14,,12.3,,48,50,,,,,,,,,72,70,,26,54,38,61.4,4,38,2.07,0.19,19.1,3.14,12.3,49,71,4
2401,5850,904,3,11/19/2021,Division 2,Starter,3.13,,12.32,,44,45,,,,,,,,,55,59,,,,,,,,,,,3.13,12.32,44.5,57,4
2402,907,904,3,11/19/2021,Division 2,Starter,3.13,,12.05,,57,58,,,,,,,,,68,61,,45,58,40,58.5,4.7,58,1.74,0.19,16.4,3.13,12.05,57.5,64.5,4
2403,907,904,3,11/19/2021,Division 2,Starter,3.13,,12.05,,57,58,,,,,,,,,68,61,,57,62,39,54,4.1,70,1.57,0.18,16.8,3.13,12.05,57.5,64.5,4
2405,5853,904,3,11/19/2021,Division 2,Starter,3.17,,12.39,,53,53,,,,,,,,,64,63,,45,49,46,52,6.7,57,1.54,0.17,16.6,3.17,12.39,53,63.5,4
2406,5854,904,3,11/19/2021,Division 2,Starter,2.98,,12.48,,51,55,,,,,,,,,56,59,,51,58,46,49.3,6.8,64,1.41,0.17,16.1,2.98,12.48,53,57.5,4
2407,5855,904,3,11/19/2021,Division 2,Role Player,3.33,,12.89,,54,53,,,,,,,,,62,55,,77,44,48,47.8,7.2,91,1.36,0.16,14,3.33,12.89,53.5,58.5,4
2408,5856,904,3,11/19/2021,Division 2,Impact Player,3.12,,12.04,,57,57,,,,,1.86,2.06,,,66,65,,38,59,52,58.4,8.5,50,1.93,0.18,16.5,3.12,12.04,57,65.5,5
2409,5792,905,3,11/17/2021,Division 2,Starter,3.03,,11.46,,57,59,,,,,,,,,69,68,,61,67,66,59.9,13.3,75,2.23,0.15,19,3.03,11.46,58,68.5,4
2410,5793,905,3,11/17/2021,Division 2,Starter,3.29,,12.48,,59,58,,,,,,,,,68,69,,53,51,43,63.3,5.6,66,2.01,0.19,19.6,3.29,12.48,58.5,68.5,4
2411,5794,905,3,11/17/2021,Division 2,Impact Player,3.25,,11.68,,57,55,,,,,,,,,63,62,,53,68,48,60.6,7.4,66,2,0.17,19,3.25,11.68,56,62.5,4
2412,5795,905,3,11/17/2021,Division 2,Impact Player,3.27,,12.44,,55,57,,,,,,,,,73,74,,53,66,55,60.3,9.7,66,2.15,0.16,19.1,3.27,12.44,56,73.5,4
2414,5797,905,3,11/17/2021,Division 2,Starter,3.21,,12.6,,48,58,,,,,,,,,67,69,,65,57,43,56,5.6,78,1.44,0.2,14.9,3.21,12.6,53,68,4
2415,5798,905,3,11/17/2021,Division 2,Role Player,3.35,,12.13,,52,51,,,,,,,,,56,54,,27,38,36,49.6,3.3,39,0.98,0.24,14.8,3.35,12.13,51.5,55,4
2416,5799,905,3,11/17/2021,Division 2,Role Player,3.48,,13.27,,55,51,,,,,,,,,59,58,,58,56,50,49.8,7.8,71,1.08,0.22,14.6,3.48,13.27,53,58.5,4
2417,5800,905,3,11/17/2021,Division 2,Starter,3.2,,12.3,,56,57,,,,,1.76,1.73,,,62,63,,54,54,38,55,4,67,1.41,0.2,14.8,3.2,12.3,56.5,62.5,5
2418,5801,905,3,11/17/2021,Division 2,Impact Player,3.47,,13.27,,47,48,,,,,,,,,67,66,,54,49,41,55.6,5,67,1.32,0.22,15.2,3.47,13.27,47.5,66.5,4
2419,5802,905,3,11/17/2021,Division 2,Impact Player,3.21,,11.64,,51,51,,,,,,,,,63,67,,51,55,69,58,14.4,64,1.92,0.16,17.9,3.21,11.64,51,65,4
2420,5803,905,3,11/17/2021,Division 2,Starter,3.37,,13.08,,57,53,,,,,1.88,1.86,,,67,66,,46,47,38,59.1,4.1,58,1.76,0.19,16.8,3.37,13.08,55,66.5,5
2421,5804,905,3,11/17/2021,Division 2,Starter,3.34,,12.52,,55,51,,,,,,,,,66,64,,41,53,51,56.1,8.2,53,1.64,0.18,18.2,3.34,12.52,53,65,4
2423,5806,905,3,11/17/2021,Division 2,Impact Player,3.07,,11.41,,51,53,,,,,,,,,62,63,,50,52,42,54.6,5.4,63,1.47,0.19,16.3,3.07,11.41,52,62.5,4
2424,5807,905,3,11/17/2021,Division 2,Starter,2.95,,10.64,,59,63,,,,,,,,,63,61,,58,58,52,55.1,8.7,71,1.67,0.17,17.4,2.95,10.64,61,62,4
2425,5808,905,3,11/17/2021,Division 2,Starter,3.16,,11.6,,55,52,,,,,,,,,62,63,,52,56,42,53,5.3,65,1.37,0.19,15.6,3.16,11.6,53.5,62.5,4
2426,5809,905,3,11/17/2021,Division 2,Impact Player,3.47,,12.02,,52,53,,,,,,,,,61,57,,62,69,36,51,3.2,76,1.21,0.2,14.9,3.47,12.02,52.5,59,4
2428,5811,905,3,11/17/2021,Division 2,Impact Player,3.25,,12.93,,51,48,,,,,,,,,62,61,,55,58,48,52.5,7.3,68,1.52,0.17,15.1,3.25,12.93,49.5,61.5,4
2512,6012,911,3,11/29/2021,JUCO 1,Role Player,3.02,2.94,11.61,,56,58,58,,,,,,,,60,67,68,66,54,79,58.8,18.4,79,2.23,0.15,19,2.98,11.61,57.33333333,65,4
2514,6014,911,3,11/29/2021,JUCO 1,Starter,3.22,2.98,11.96,,56,57,58,,,,2.11,1.89,1.9,,69,71,72,59,42,70,60.8,14.7,72,2.27,0.17,18.8,3.1,11.96,57,70.66666667,5
2515,6015,911,3,11/29/2021,JUCO 1,Starter,3.31,3.23,13.09,,53,55,54,,,,1.81,2.12,2.09,,71,69,67,60,63,58,59,10.6,73,2.22,0.16,17.8,3.27,13.09,54,69,5
