,CSE_PlayerID,CSE_EventID,Bucket,Date,CollegeDivision,CollegePlayerType,Obj_FootSpeed_H11,Obj_FootSpeed_H12,Obj_FootSpeed_HH1,Obj_FootSpeed_HH2,Obj_ArmVelo_Throw1,Obj_ArmVelo_Throw2,Obj_ArmVelo_Throw3,Obj_ArmVelo_Throw4,Obj_ArmVelo_Throw5,Obj_ArmVelo_Throw6,Obj_PopTime_Throw1,Obj_PopTime_Throw2,Obj_PopTime_Throw3,Obj_PopTime_Throw4,Obj_ExitVelo_Swing1,Obj_ExitVelo_Swing2,Obj_ExitVelo_Swing3,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo,notEmpty
834,1357,811,4,9/29/2021,Division 3,Starter,3.48,3.46,14.65,14.04,50,52,52,,,,,,,,57,62,55,47,49,65,54.7,12.9,59,1.83,0.16,17.3,3.47,14.345,51.33333333,58,4
835,1357,811,4,9/29/2021,Division 3,Starter,3.48,3.46,14.65,14.04,50,52,52,,,,,,,,57,62,55,46,58,66,55.2,13.3,59,1.76,0.17,16.9,3.47,14.345,51.33333333,58,4
836,1354,811,4,9/29/2021,Division 3,Starter,3.16,3.06,12.54,,54,56,55,,,,,,,,60,62,63,73,74,53,56.4,8.8,87,1.87,0.17,18.1,3.11,12.54,55,61.66666667,4
837,1354,811,4,9/29/2021,Division 3,Starter,3.16,3.06,12.54,,54,56,55,,,,,,,,60,62,63,54,68,53,60.3,9.1,68,2.05,0.18,17.5,3.11,12.54,55,61.66666667,4
838,4258,811,4,9/29/2021,Division 3,Starter,3.35,3.22,13.55,13.3,53,56,59,,,,2.09,2.03,1.91,1.84,63,63,64,51,54,76,57,16.9,64,2.07,0.15,17.8,3.285,13.425,56,63.33333333,5
839,1360,811,4,9/29/2021,Division 3,Starter,3.09,3.04,11.69,11.72,50,52,55,,,,,,,,62,65,61,74,46,60,56.1,11.3,88,1.89,0.16,18.9,3.065,11.705,52.33333333,62.66666667,4
840,1360,811,4,9/29/2021,Division 3,Starter,3.09,3.04,11.69,11.72,50,52,55,,,,,,,,62,65,61,73,51,63,55,12.3,86,1.91,0.16,19.7,3.065,11.705,52.33333333,62.66666667,4
841,1353,811,4,9/29/2021,Division 3,Impact Player,3.13,3.19,12.75,,55,52,54,,,,,,,,58,60,59,54,54,72,53.9,15.2,67,1.86,0.15,19.2,3.16,12.75,53.66666667,59,4
842,1353,811,4,9/29/2021,Division 3,Impact Player,3.13,3.19,12.75,,55,52,54,,,,,,,,58,60,59,47,55,71,52.3,14.9,59,1.67,0.16,18.9,3.16,12.75,53.66666667,59,4
843,4261,811,4,9/29/2021,Division 3,Impact Player,2.85,2.79,11.27,11.48,57,56,55,,,,,,,,67,69,67,64,51,64,58.3,12.6,78,2.04,0.16,19.7,2.82,11.375,56,67.66666667,4
844,1362,811,4,9/29/2021,Division 3,Impact Player,3.03,2.99,12.14,12.13,56,57,57,,,,,,,,59,59,61,53,66,56,50.7,11.1,68,1.56,0.16,19.3,3.01,12.135,56.66666667,59.66666667,4
845,1362,811,4,9/29/2021,Division 3,Impact Player,3.03,2.99,12.14,12.13,56,57,57,,,,,,,,59,59,61,51,55,61,55.2,13,66,1.88,0.16,20.8,3.01,12.135,56.66666667,59.66666667,4
848,1363,811,4,9/29/2021,Division 3,Impact Player,3.08,3.13,12.87,,53,52,53,,,,,,,,66,65,66,49,55,56,54.4,10,61,1.73,0.18,19.6,3.105,12.87,52.66666667,65.66666667,4
849,1363,811,4,9/29/2021,Division 3,Impact Player,3.08,3.13,12.87,,53,52,53,,,,,,,,66,65,66,45,55,48,60.4,7.2,58,2.18,0.17,18.7,3.105,12.87,52.66666667,65.66666667,4
850,1361,811,4,9/29/2021,Division 3,Role Player,2.93,2.89,12.06,12.3,51,52,52,,,,2.34,2.34,2.24,2.16,62,62,61,48,58,48,55.3,7.3,61,1.69,0.18,17.7,2.91,12.18,51.66666667,61.66666667,5
851,1361,811,4,9/29/2021,Division 3,Role Player,2.93,2.89,12.06,12.3,51,52,52,,,,2.34,2.34,2.24,2.16,62,62,61,50,61,57,59.7,10.4,63,2.11,0.17,19.3,2.91,12.18,51.66666667,61.66666667,5
1099,3671,824,4,11/9/2021,NAIA,Starter,3.05,3.05,12.25,12.34,57,56,58,,,,,,,,55,57,55,43,49,60,51.7,12.7,58,1.42,0.18,16.7,3.05,12.295,57,55.66666667,4
1100,3672,824,4,11/9/2021,NAIA,Role Player,3.09,3.12,12.53,12.81,54,55,56,,,,,,,,55,62,61,76,48,63,55.4,13.7,90,1.84,0.16,17.9,3.105,12.67,55,59.33333333,4
1101,3673,824,4,11/9/2021,NAIA,Starter,3.01,2.96,13.12,13.54,55,54,55,,,,,,,,57,58,58,67,35,59,50.3,12.3,81,1.52,0.16,16.7,2.985,13.33,54.66666667,57.66666667,4
1102,3674,824,4,11/9/2021,NAIA,Role Player,3.18,3.09,12.47,12.54,62,63,64,,,,,,,,67,62,62,35,61,48,60.6,8.6,51,2.14,0.17,19,3.135,12.505,63,63.66666667,4
1105,3677,824,4,11/9/2021,NAIA,Starter,3.1,3.08,13.41,13.03,53,57,55,,,,,,,,61,61,64,43,57,60,55.9,12.5,58,1.83,0.17,18.7,3.09,13.22,55,62,4
1106,3678,824,4,11/9/2021,NAIA,Role Player,3.15,3.18,12.09,12.79,53,54,54,,,,,,,,67,64,65,50,56,56,57,11.2,65,1.97,0.16,18.1,3.165,12.44,53.66666667,65.33333333,4
1110,3682,824,4,11/9/2021,NAIA,Starter,3.27,3.16,12.4,13.51,57,56,55,,,,,,,,58,58,58,73,50,39,50.5,5.7,87,1.34,0.18,16.4,3.215,12.955,56,58,4
1111,3683,824,4,11/9/2021,NAIA,Role Player,3.2,3.11,13.23,13.41,57,59,54,,,,,,,,56,55,52,55,60,68,56.3,15.2,69,2.18,0.16,16.6,3.155,13.32,56.66666667,54.33333333,4
1116,3688,824,4,11/9/2021,NAIA,Role Player,2.96,3.01,12.05,11.92,59,63,62,,,,,,,,65,67,63,52,62,53,59.7,10.2,67,2.08,0.18,18.7,2.985,11.985,61.33333333,65,4
1117,3689,824,4,11/9/2021,NAIA,Starter,3.04,3.06,12.43,12.31,58,55,58,,,,,,,,58,56,57,64,57,79,54.8,26.6,79,1.82,0.17,17.9,3.05,12.37,57,57,4
1118,3690,824,4,11/9/2021,NAIA,Role Player,3.51,3.77,14.26,13.96,51,52,52,,,,,,,,59,62,61,49,55,48,55.1,8.5,64,1.67,0.19,14.8,3.64,14.11,51.66666667,60.66666667,4
1119,3691,824,4,11/9/2021,NAIA,Role Player,3.14,2.98,12.87,12.72,50,56,56,,,,,,,,63,65,66,21,54,37,61.7,5,35,2.01,0.19,17.2,3.06,12.795,54,64.66666667,4
1151,14028,826,4,9/28/2021,JUCO 1,Impact Player,3.05,,11.94,,,54,56,,,,1.73,1.65,1.7,,72,66,67,,,,,,,,,,3.05,11.94,55,68.33333333,5
1152,4231,826,4,9/28/2021,JUCO 1,Impact Player,3.11,,12.73,,55,55,54,,,,,,,,76,75,76,48,48,58,67.4,10.5,61,2.89,0.16,20.3,3.11,12.73,54.66666667,75.66666667,4
1153,4232,826,4,9/28/2021,JUCO 1,Starter,3.02,,12.05,,60,61,60,,,,,,,,70,72,71,64,48,72,62.5,15.6,78,2.52,0.15,21.3,3.02,12.05,60.33333333,71,4
1154,4233,826,4,9/28/2021,JUCO 1,Role Player,3.14,,13.23,,49,49,48,,,,,,,,64,61,61,63,63,61,58.2,11.6,76,1.83,0.18,17.1,3.14,13.23,48.66666667,62,4
1155,14037,826,4,9/28/2021,JUCO 1,Impact Player,2.87,,11.87,,63,66,66,,,,,,,,73,75,73,,,,,,,,,,2.87,11.87,65,73.66666667,4
1156,4235,826,4,9/28/2021,JUCO 1,Starter,3.11,,12.94,,56,56,53,,,,1.72,1.78,1.81,,72,72,72,54,46,64,61,12.6,67,2.35,0.16,18.4,3.11,12.94,55,72,5
1157,4236,826,4,9/28/2021,JUCO 1,Starter,3.13,,12.5,,55,55,57,,,,,,,,66,66,66,57,45,49,59.9,7.7,70,2.07,0.17,18.9,3.13,12.5,55.66666667,66,4
1158,4237,826,4,9/28/2021,JUCO 1,Impact Player,2.93,,12.1,,57,57,56,,,,,,,,65,73,74,58,52,56,67,10.1,71,2.69,0.17,19.4,2.93,12.1,56.66666667,70.66666667,4
1159,4238,826,4,9/28/2021,JUCO 1,Starter,2.86,,11.52,,59,59,62,,,,,,,,67,68,66,49,57,39,58.4,4.3,62,1.71,0.2,16.3,2.86,11.52,60,67,4
1160,4239,826,4,9/28/2021,JUCO 1,Impact Player,2.93,,11.96,,58,58,60,,,,,,,,70,78,76,61,50,60,72.5,11.2,74,3.28,0.16,19.5,2.93,11.96,58.66666667,74.66666667,4
1162,4241,826,4,9/28/2021,JUCO 1,Starter,3,,11.94,,58,56,59,,,,1.72,1.67,1.75,,71,74,68,68,60,72,63.2,15.5,82,2.59,0.15,17.6,3,11.94,57.66666667,71,5
1163,4242,826,4,9/28/2021,JUCO 1,Starter,2.96,,12.73,,52,55,53,,,,,,,,68,69,66,52,58,52,60.1,8.6,66,2.2,0.17,16.5,2.96,12.73,53.33333333,67.66666667,4
1164,4243,826,4,9/28/2021,JUCO 1,Role Player,2.97,,12.14,,55,57,55,,,,,,,,63,62,63,62,54,68,54.1,14.1,75,1.67,0.16,18.1,2.97,12.14,55.66666667,62.66666667,4
1165,1058,826,4,9/28/2021,JUCO 1,Role Player,2.87,,11.68,,49,49,53,,,,,,,,63,58,66,38,51,50,47,7.9,50,1.18,0.18,15.6,2.87,11.68,50.33333333,62.33333333,4
1166,1058,826,4,9/28/2021,JUCO 1,Role Player,2.87,,11.68,,49,49,53,,,,,,,,63,58,66,47,52,56,56,9.8,59,1.82,0.17,17.7,2.87,11.68,50.33333333,62.33333333,4
1264,5386,832,4,11/3/2021,Division 3,Impact Player,3.6,3.6,14.94,,49,49,53,,,,,,,,69,73,74,35,49,51,66.5,8.1,48,2.51,0.17,19,3.6,14.94,50.33333333,72,4
1267,5389,832,4,11/3/2021,Division 3,Role Player,3.44,3.42,14.53,,45,44,49,,,,,,,,60,62,61,39,51,53,54.5,8.8,52,1.67,0.17,17.5,3.43,14.53,46,61,4
1270,5392,832,4,11/3/2021,Division 3,Role Player,3.33,3.24,13.31,,48,51,49,,,,,,,,55,60,57,75,27,39,43.9,4.4,89,0.82,0.2,11.8,3.285,13.31,49.33333333,57.33333333,4
1274,5396,832,4,11/3/2021,Division 3,Role Player,3.08,3.1,12.4,,53,53,53,,,,,,,,67,67,66,75,64,60,53.6,11.2,89,1.68,0.17,18.8,3.09,12.4,53,66.66666667,4
1355,3785,838,4,9/20/2021,NAIA,Starter,3.08,3.01,11.87,,59,59,60,,,,,,,,65,63,57,56,60,53,55.3,10.3,71,1.78,0.17,19.1,3.045,11.87,59.33333333,61.66666667,4
1356,3786,838,4,9/20/2021,NAIA,Starter,3.14,3.07,12.88,,59,57,61,,,,,,,,47,55,66,58,61,58,57.7,11.8,73,2.11,0.16,16.9,3.105,12.88,59,56,4
1357,3787,838,4,9/20/2021,NAIA,Role Player,3.51,3.61,14.55,,51,50,,,,,,,,,56,59,65,43,48,57,55.7,11.5,58,2.01,0.16,19,3.56,14.55,50.5,60,4
1358,3788,838,4,9/20/2021,NAIA,Role Player,3.31,3.26,14.24,,50,49,53,,,,,,,,51,58,62,50,47,39,50.3,5.4,65,1.36,0.18,14.3,3.285,14.24,50.66666667,57,4
1359,3789,838,4,9/20/2021,NAIA,Role Player,3.18,3.15,12.52,,50,52,55,,,,,,,,62,61,62,63,59,61,56.7,12.8,78,2.07,0.15,18.6,3.165,12.52,52.33333333,61.66666667,4
1360,3790,838,4,9/20/2021,NAIA,Role Player,3.39,3.43,14.87,14.7,55,56,,,,,,,,,58,62,60,60,47,63,59.2,13.7,75,2.35,0.15,17.9,3.41,14.785,55.5,60,4
1361,3791,838,4,9/20/2021,NAIA,Starter,3.44,,14.11,,60,62,61,,,,1.93,1.91,1.94,,68,70,60,59,62,65,57,14.3,74,2.19,0.15,15.5,3.44,14.11,61,66,5
1362,3794,838,4,9/20/2021,NAIA,Impact Player,3.28,,13.62,,52,56,55,,,,,,,,63,68,67,53,57,54,54.1,10.7,68,1.71,0.17,18.6,3.28,13.62,54.33333333,66,4
1363,3795,838,4,9/20/2021,NAIA,Role Player,3.82,,15.96,,51,49,51,,,,,,,,59,60,54,71,37,43,53.8,7,85,1.49,0.19,17.6,3.82,15.96,50.33333333,57.66666667,4
1364,3796,838,4,9/20/2021,NAIA,Role Player,3.16,3.04,12.83,,53,56,54,,,,,,,,52,57,52,70,29,45,46.8,7.6,84,1.32,0.16,14.8,3.1,12.83,54.33333333,53.66666667,4
1365,3797,838,4,9/20/2021,NAIA,Impact Player,2.85,2.99,11.65,,61,61,60,,,,,,,,50,38,37,28,46,32,46,3.2,44,1.01,0.21,15.3,2.92,11.65,60.66666667,41.66666667,4
1366,3798,838,4,9/20/2021,NAIA,Role Player,3.38,,13.76,,57,61,,,,,1.97,2.06,2,,65,65,65,50,57,58,56.1,11.8,65,1.94,0.16,17,3.38,13.76,59,65,5
1369,3801,838,4,9/20/2021,NAIA,Impact Player,3.63,2.95,12.37,,54,54,59,,,,,,,,60,58,58,44,57,41,52.7,6.3,59,1.72,0.16,16.9,3.29,12.37,55.66666667,58.66666667,4
1370,3802,838,4,9/20/2021,NAIA,Starter,3.06,3.03,11.93,,58,58,59,,,,,,,,45,67,66,55,48,57,59.4,11.6,69,2.03,0.18,18.8,3.045,11.93,58.33333333,59.33333333,4
1372,3804,838,4,9/20/2021,NAIA,Impact Player,2.97,3.04,11.74,,59,59,60,,,,,,,,69,55,71,43,66,56,59.8,11.3,58,2.28,0.16,20.6,3.005,11.74,59.33333333,65,4
1373,3805,838,4,9/20/2021,NAIA,Starter,3.44,,14.04,,50,49,52,,,,,,,,63,63,64,55,60,58,56.9,11.8,70,1.9,0.17,19,3.44,14.04,50.33333333,63.33333333,4
1374,3806,838,4,9/20/2021,NAIA,Role Player,2.96,,12.49,,55,51,49,,,,,,,,53,53,51,67,58,44,48.1,7.3,81,1.24,0.18,15.4,2.96,12.49,51.66666667,52.33333333,4
1375,3807,838,4,9/20/2021,NAIA,Role Player,3.21,3.2,13.54,,43,51,,,,,,,,,55,56,50,57,53,34,38,3.9,72,0.69,0.2,10.7,3.205,13.54,47,53.66666667,4
1376,3809,838,4,9/20/2021,NAIA,Role Player,3.83,,15.63,,52,54,55,,,,,,,,67,67,67,40,42,38,59.3,5.4,55,1.94,0.18,17.1,3.83,15.63,53.66666667,67,4
1377,3810,838,4,9/20/2021,NAIA,Role Player,3.44,,13.72,,51,49,51,,,,,,,,59,56,56,58,67,44,50,7.1,72,1.41,0.18,14.6,3.44,13.72,50.33333333,57,4
1378,3811,838,4,9/20/2021,NAIA,Impact Player,3.11,,12.3,,50,56,49,,,,,,,,58,63,64,46,46,40,57.9,6,61,1.91,0.17,18.2,3.11,12.3,51.66666667,61.66666667,4
1379,3812,838,4,9/20/2021,NAIA,Role Player,3.39,,13.43,,,50,50,,,,2.25,2.03,2.09,,60,56,57,47,66,60,52.3,12.6,62,1.65,0.16,16.8,3.39,13.43,50,57.66666667,5
1381,3814,838,4,9/20/2021,NAIA,Role Player,3.37,,13.87,,53,55,,,,,2.09,2.72,1.98,,49,45,55,55,61,49,51,8.8,70,1.46,0.18,15.4,3.37,13.87,54,49.66666667,5
1383,3816,838,4,9/20/2021,NAIA,Impact Player,3.23,3.24,12.98,13.02,60,61,63,,,,2.44,1.91,1.94,,60,61,65,52,36,61,53.7,12.9,67,1.77,0.16,16.4,3.235,13,61.33333333,62,5
1384,3808,838,4,9/20/2021,NAIA,Role Player,3.09,3.03,12.7,,60,58,,,,,,,,,63,64,63,56,60,75,56.3,17.8,69,1.99,0.16,21,3.06,12.7,59,63.33333333,4
1385,3793,838,4,9/20/2021,NAIA,Impact Player,3.03,2.98,12.02,12.09,55,54,,,,,,,,,35,50,35,57,63,35,39.9,3.1,70,0.74,0.21,12.4,3.005,12.055,54.5,40,4
1386,3792,838,4,9/20/2021,NAIA,Role Player,3.45,3.45,13.79,,54,54,,,,,,,,,62,62,65,56,60,62,52.5,12,69,1.62,0.17,17.5,3.45,13.79,54,63,4
1387,3921,838,4,9/20/2021,NAIA,Role Player,3.25,3.26,12.89,,56,55,59,,,,,,,,59,57,59,58,52,47,53.5,6.9,71,1.62,0.17,20.4,3.255,12.89,56.66666667,58.33333333,4
1759,4115,859,4,9/27/2021,NAIA,Starter,3.41,,13.32,,56,56,58,,,,,,,,52,55,55,50,56,41,50.7,5.1,63,1.37,0.18,14.6,3.41,13.32,56.66666667,54,4
1761,4117,859,4,9/27/2021,NAIA,Role Player,3.52,,15.09,,49,45,49,,,,,,,,50,48,54,60,57,46,46.4,6.7,73,1.11,0.19,14.7,3.52,15.09,47.66666667,50.66666667,4
1764,4120,859,4,9/27/2021,NAIA,Starter,3.16,,13.05,,55,53,60,,,,,,,,61,57,58,68,54,54,53.5,9.3,81,1.78,0.16,16.8,3.16,13.05,56,58.66666667,4
1765,4121,859,4,9/27/2021,NAIA,Role Player,3.31,,12.98,,52,57,57,,,,,,,,59,67,67,78,57,56,58.5,10.1,93,2.09,0.16,17.8,3.31,12.98,55.33333333,64.33333333,4
1766,4122,859,4,9/27/2021,NAIA,Role Player,3.54,,14.45,,51,50,47,,,,,,,,70,68,62,54,45,71,64.7,15.1,67,2.66,0.16,20,3.54,14.45,49.33333333,66.66666667,4
1767,4123,859,4,9/27/2021,NAIA,Impact Player,3.19,,13.06,,54,55,52,,,,,,,,64,67,68,57,60,43,54.6,5.6,70,1.53,0.19,17,3.19,13.06,53.66666667,66.33333333,4
1768,4124,859,4,9/27/2021,NAIA,Role Player,3.59,,14.58,,56,56,56,,,,2,2.04,2.1,,52,59,60,40,62,51,54.9,8.2,52,1.54,0.19,15.9,3.59,14.58,56,57,5
1770,4126,859,4,9/27/2021,NAIA,Impact Player,3.21,,12.81,,53,52,54,,,,,,,,67,74,65,72,39,71,58.9,15,86,2.21,0.16,20.1,3.21,12.81,53,68.66666667,4
1771,4127,859,4,9/27/2021,NAIA,Role Player,3.87,,15.01,,50,50,49,,,,2.11,2.28,2.11,2,60,61,58,53,47,57,55.5,10.1,66,1.84,0.17,15.8,3.87,15.01,49.66666667,59.66666667,5
1773,4129,859,4,9/27/2021,NAIA,Role Player,3.21,,12.99,,48,49,47,,,,,,,,57,62,58,59,56,45,58,6.3,72,1.84,0.19,18.7,3.21,12.99,48,59,4
1774,4130,859,4,9/27/2021,NAIA,Role Player,3.1,,12.73,,49,51,,,,,1.92,2.01,2.07,,53,59,59,47,34,47,53.5,6.9,59,1.6,0.18,18.2,3.1,12.73,50,57,5
1775,4131,859,4,9/27/2021,NAIA,Role Player,3.23,,13.43,,54,54,54,,,,,,,,57,59,54,58,47,50,58.5,7.9,71,1.92,0.18,16.9,3.23,13.43,54,56.66666667,4
1776,4132,859,4,9/27/2021,NAIA,Impact Player,3.02,,12.13,,56,54,55,,,,,,,,62,62,64,75,59,40,52.1,4.7,89,1.46,0.18,14.7,3.02,12.13,55,62.66666667,4
1778,4134,859,4,9/27/2021,NAIA,Starter,3.13,,12.84,,49,53,52,,,,,,,,71,61,70,64,50,66,63.2,13.1,78,2.45,0.16,19.8,3.13,12.84,51.33333333,67.33333333,4
1779,4135,859,4,9/27/2021,NAIA,Role Player,3.46,,13.81,,47,48,50,,,,,,,,64,65,63,58,55,79,61.2,19.2,71,2.33,0.16,20,3.46,13.81,48.33333333,64,4
1780,4136,859,4,9/27/2021,NAIA,Starter,3.23,,13.59,,54,53,54,,,,2,1.95,1.98,,65,60,64,55,63,75,57.8,16.8,68,2.1,0.16,17.3,3.23,13.59,53.66666667,63,5
1781,4137,859,4,9/27/2021,NAIA,Starter,3.15,,13.71,,51,51,53,,,,,,,,65,66,59,56,57,42,50.4,5.4,68,1.3,0.18,17.6,3.15,13.71,51.66666667,63.33333333,4
1782,4138,859,4,9/27/2021,NAIA,Impact Player,3.39,,13.33,,54,49,51,,,,,,,,56,60,56,69,72,61,50.9,11.6,83,1.48,0.17,17.1,3.39,13.33,51.33333333,57.33333333,4
1785,4111,859,4,9/27/2021,NAIA,Role Player,3.67,,14.74,,44,46,48,,,,,,,,54,54,55,73,45,64,43.9,12.7,87,1.01,0.19,17.8,3.67,14.74,46,54.33333333,4
1787,4114,859,4,9/27/2021,NAIA,Role Player,3.43,,13.78,,47,46,46,,,,2.47,2.67,2.61,,43,62,61,70,38,69,55.3,14.2,84,2.06,0.15,18.1,3.43,13.78,46.33333333,55.33333333,5
1832,4019,862,4,9/24/2021,JUCO 1,Starter,3.23,,12.2,,45,46,,,,,,,,,65,66,,67,65,58,55.7,10.5,81,1.8,0.17,16.7,3.23,12.2,45.5,65.5,4
1834,4021,862,4,9/24/2021,JUCO 1,Starter,3.84,,15.78,,48,49,,,,,,,,,69,69,,67,36,51,56.7,8.2,80,1.87,0.17,18.9,3.84,15.78,48.5,69,4
1835,4022,862,4,9/24/2021,JUCO 1,Impact Player,3.46,,13.7,,52,53,,,,,,,,,63,67,,58,65,45,55,6.1,71,1.62,0.18,17.3,3.46,13.7,52.5,65,4
1836,4023,862,4,9/24/2021,JUCO 1,Impact Player,3.42,,13.27,,45,47,,,,,2.18,2.09,,,64,65,,,,,,,,,,,3.42,13.27,46,64.5,5
1837,4024,862,4,9/24/2021,JUCO 1,Starter,3.21,,12.93,,51,54,,,,,,,,,68,69,,55,63,58,56,10.7,68,1.79,0.17,20.3,3.21,12.93,52.5,68.5,4
1839,4026,862,4,9/24/2021,JUCO 1,Role Player,3.64,,14.77,,,47,,,,,,,,,58,58,,53,57,66,53,13.2,66,1.62,0.17,17.4,3.64,14.77,47,58,4
1840,4027,862,4,9/24/2021,JUCO 1,Impact Player,3.21,,12.58,,52,50,,,,,,,,,61,62,,65,58,46,53.1,6.7,78,1.53,0.18,16.3,3.21,12.58,51,61.5,4
1842,4029,862,4,9/24/2021,JUCO 1,Starter,3.52,,13.65,,54,53,,,,,,,,,66,67,,50,58,58,52.7,10.7,62,1.51,0.18,16.8,3.52,13.65,53.5,66.5,4
1844,4031,862,4,9/24/2021,JUCO 1,Starter,3.24,,12.32,,45,48,,,,,,,,,57,58,,49,72,53,55,8.9,62,1.8,0.16,17.2,3.24,12.32,46.5,57.5,4
1845,4032,862,4,9/24/2021,JUCO 1,Role Player,3.54,,13.19,,50,54,,,,,,,,,64,65,,59,63,57,57,10.4,72,1.95,0.16,17.8,3.54,13.19,52,64.5,4
1847,4034,862,4,9/24/2021,JUCO 1,Role Player,3.37,,13.21,,46,51,,,,,2.34,2.16,,,56,56,,50,56,41,47.2,5,63,1.09,0.2,14.8,3.37,13.21,48.5,56,5
1848,4035,862,4,9/24/2021,JUCO 1,Starter,3.45,,13.41,,54,53,,,,,,,,,62,67,,36,53,53,62.5,8.8,48,2.33,0.17,19.2,3.45,13.41,53.5,64.5,4
1849,4036,862,4,9/24/2021,JUCO 1,Role Player,3.42,,13.23,,54,56,,,,,,,,,62,65,,67,48,51,55,8.4,80,1.77,0.17,17.4,3.42,13.23,55,63.5,4
1851,4038,862,4,9/24/2021,JUCO 1,Starter,3.33,,12.68,,39,40,,,,,,,,,55,58,,,,,,,,,,,3.33,12.68,39.5,56.5,4
1852,4039,862,4,9/24/2021,JUCO 1,Starter,3.3,,12.78,,50,54,,,,,,,,,57,58,,54,53,75,54.6,16.2,67,1.85,0.16,20.2,3.3,12.78,52,57.5,4
1853,4040,862,4,9/24/2021,JUCO 1,Impact Player,3.43,,13.7,,51,55,,,,,1.81,1.9,,,72,72,,45,58,53,61.4,8.8,57,2.19,0.16,16.2,3.43,13.7,53,72,5
1855,4042,862,4,9/24/2021,JUCO 1,Role Player,3.35,,13.6,,48,47,,,,,,,,,60,60,,62,40,54,49.9,9.2,75,1.45,0.17,17.3,3.35,13.6,47.5,60,4
1856,4043,862,4,9/24/2021,JUCO 1,Impact Player,3.33,,12.81,,56,59,,,,,2.06,2.03,,,66,67,,58,53,43,54.7,5.7,71,1.46,0.19,18,3.33,12.81,57.5,66.5,5
1857,4044,862,4,9/24/2021,JUCO 1,Impact Player,3.43,,13.44,,51,51,,,,,1.97,2.06,,,70,71,,55,57,52,54.3,8.5,68,1.63,0.17,18.1,3.43,13.44,51,70.5,5
1858,4045,862,4,9/24/2021,JUCO 1,Role Player,3.3,,12.62,,54,56,,,,,,,,,61,62,,64,55,50,53.1,7.9,77,1.53,0.18,15.9,3.3,12.62,55,61.5,4
1859,4046,862,4,9/24/2021,JUCO 1,Role Player,3.27,,12.8,,54,52,,,,,,,,,60,61,,62,66,57,53.7,10.2,75,1.56,0.18,18.7,3.27,12.8,53,60.5,4
2200,5665,890,4,11/10/2021,NAIA,Starter,3.12,3.05,13.12,,53,54,57,,,,,,,,65,66,65,45,49,49,59.6,7.5,57,1.94,0.18,16,3.085,13.12,54.66666667,65.33333333,4
2201,5666,890,4,11/10/2021,NAIA,Starter,2.9,2.94,12.2,,56,55,57,,,,1.96,1.91,1.99,,62,58,61,68,48,54,52.2,9.3,82,1.61,0.17,17,2.92,12.2,56,60.33333333,5
2203,5668,890,4,11/10/2021,NAIA,Role Player,2.95,2.96,12.57,,52,52,51,,,,,,,,52,60,62,64,51,72,54.7,15.4,77,1.94,0.15,18.3,2.955,12.57,51.66666667,58,4
2204,5669,890,4,11/10/2021,NAIA,Starter,2.85,2.81,11.56,,58,58,60,,,,,,,,62,67,63,68,69,58,58.1,10.6,81,2.01,0.16,20.3,2.83,11.56,58.66666667,64,4
2205,5670,890,4,11/10/2021,NAIA,Starter,2.87,2.81,11.55,,54,53,55,,,,1.86,1.89,1.9,,67,70,67,67,41,61,62.7,11.5,81,2.48,0.15,20.1,2.84,11.55,54,68,5
2206,5671,890,4,11/10/2021,NAIA,Starter,2.79,2.8,11.36,,54,54,56,,,,,,,,54,57,60,67,60,52,55.8,8.6,80,1.86,0.17,17.1,2.795,11.36,54.66666667,57,4
2207,5672,890,4,11/10/2021,NAIA,Starter,3.13,3.09,12.81,,49,49,49,,,,,,,,63,63,63,36,48,63,53.4,12.3,48,1.66,0.17,18,3.11,12.81,49,63,4
2208,5673,890,4,11/10/2021,NAIA,Role Player,3.05,3.02,12.71,,53,53,54,,,,1.94,2.19,2.14,,57,58,57,69,33,60,53.7,11.2,82,1.74,0.16,15.4,3.035,12.71,53.33333333,57.33333333,5
2209,5674,890,4,11/10/2021,NAIA,Starter,3.13,3.08,13.06,,54,54,53,,,,,,,,72,70,67,46,51,76,61.8,17.7,59,2.51,0.15,19.6,3.105,13.06,53.66666667,69.66666667,4
2210,5675,890,4,11/10/2021,NAIA,Starter,2.86,2.84,12.02,,56,55,54,,,,,,,,57,45,59,67,63,48,55.2,7.3,81,1.79,0.17,17.9,2.85,12.02,55,53.66666667,4
2211,5676,890,4,11/10/2021,NAIA,Role Player,3.29,3.31,14.15,,51,50,48,,,,,,,,67,68,69,52,63,62,61.6,11.9,65,2.31,0.17,18.5,3.3,14.15,49.66666667,68,4
2264,5594,897,4,11/10/2021,JUCO 2,Impact Player,3.35,3.32,13.87,13.93,61,60,59,54,53,51,,,,,68,60,64,59,41,54,61.5,9.3,72,2.19,0.16,19.5,3.335,13.9,56.33333333,64,4
2265,5595,897,4,11/10/2021,JUCO 2,Starter,3.26,3.26,13.14,13.06,50,50,48,49,47,52,,,,,64,66,64,42,51,77,59.1,17.2,55,2.07,0.17,19.1,3.26,13.1,49.33333333,64.66666667,4
